,rating,cons
701,2.0,"- Constant changes (whether to which team you're on, or your job description) - Promotion path is convuluted (interview, get approved, and they decide they want to close the position and then constantly will make you re-interview for the same position you were once approved for. Could be waiting 4 months+ after acceptance - Work hard, and only hard. Play doesn't really exist here. - Passive aggressive directors that will never tell you ""Good job"" when hitting 100% of your metrics, micro-focused - Culture isn't what it's cracked up to be (sadly). Backstabbing, and bullying tendencies from other team members - business makes the best decisions for the business completely not acknowledging the toll it puts on employees (ie. 35% YoY growth, which is great, but comes with a cost) - Work life balance in positions that come after BDR are apparently non-existent"
702,2.0,"Mediocre management in Indian operations ( not Hyderabad ), Indian Sales Team. Local leadership( across levels and businesses) politics and attitude"
703,2.0,Unachievable targets/quotas. About 95% of Account Executives miss their number every month. High turnover of sales staff. Salesforce really don’t care about their customers. It is all about 30% yoy growth.
704,5.0,Middle management is not good
705,5.0,Nothing as of my current experience
706,5.0,The instructions for final presentation were not aligned with interviewers expectation which resulted in me being hired one level lower
707,2.0,Too much internal meeting and processes
708,5.0,It is a big company with many people. Sometimes hard to find your way through massive amount of information and people around you.
709,5.0,In Solution Engineering sometimes there can be a lot of travel / 'last minute' requests but this is balanced by a flexible work environment.
710,5.0,Minimal investment in China hence low growth opportunity
711,4.0,accepte all maneers to be accepted. keep feeling nice and calm.
712,4.0,excessive work hours and work load
713,4.0,"Lack of consistent strategy in APAC Heavy workload, limited support Lack of career progress"
714,2.0,"Unfortunately for a company claiming to have an keen eye on equality and trust, it lets a few things slip through the net: I was called aside following an evening out with colleagues whilst off campus. A department head had reported me after being open about my sexuality in a private conversation. I’m not sure why they felt that was necessary; I wasn’t given any specifics, only that it made them uncomfortable although they didn’t mention this during the conversation! Anyway a few days later I was summoned to HR and I was handed my notice. No warning. No chance to defend myself. It’s a pity because the pay was really good. The internal recruiter who hired me was lovely. The work didn’t seem challenging enough yet however and there was too much process and planning in my opinion. I guess you just have to be careful whom you confide in when you work at a big co. At least my new job allows me to bring my dog to work."
715,4.0,Can be pretty hectic and geared towards sales
716,5.0,The offices are far from the city center
717,5.0,"I had to write few words here else I cant submit the review, so done :)"
718,3.0,The reality of frequent late night+weekend work doesn’t match the promises of work/life balance
719,5.0,Teams and job titles reshuffled often
720,5.0,"The learning program is TrailHead and essentially ""learn by yourself"" methodology which can be tricky because the Sales Playbook is extensive."
721,3.0,"Some disadvantages are coming from the advantages indeed: - It’s really difficult to make good money. Target are increasing and OTE are reflected based on global plans , so it depends a lot on how lucky you are you will be able to reach your targets. - You will have to manage the relationship not just with your direct reporting, but wih different stakeholders who will have different interests. As an example, different AEs from different vertical products interested in selling into the same account, different RVPs to manage with. Alignment is one of the most important words in the company. Some days you will finalise your day thinking about how 90% of your calls were to manage talks with colleagues and not customers/ partners. - Depending on the area you are focus in, territory can be really big or small. This comes with the maturity of the product in the market. Per example , Core products AEs are really focus in small territories, however new products in the Org (Mulesoft, Commerce ,...) counts with small teams yet. These AEs are focus in strategic deals and normally cannot support all the opportunities properly. At the end, quotas are increasing because of new products in the portfolio , but you cannot have the same level of support like in mature ones. So I would say it depends how lucky you are with an specific account your co prime could make a big piece of the quota. - I don’t personally believe you have to be the best sales person in the world to sell in Salesforce. Marketing investment and resources are super huge, some customers buy the vision and what they see in events many times , plus there is plenty of really experienced partners in the region. I would say your results at the end of the year will depend 30% of your work and 70% how lucky you are with your territory , maturity of your account and the work of your co-primes - If you like the start uptype of experience , this is not a place where you will be comfortable for a long time (I must confess smaller regions like Iberia are closer to a start up type of company thought ) However, sometimes you will have the feeling you will spend more time reporting, reading Quips, covering different events, than thinking strategically how to gain relationships, trust and projects. - This company can help you win good money, but reducing your health due to stress and long time at work. Work life balance is challenging. There is not an ending point , you will have to be really good Managing this point to have everyone happy : you (and your health , your closer family (that will have to be open on you travelling and spending long hours at work, and the company) This point is being really important. Some people are leaving , or thinking about doing it, because of this last reason. Retaining employees is key for the company. Many important people use to leave (mostly coming from the acquisitions) because they don’t get use to the way the company operates. A lot of people are ex oracles, this can creates a local culture where not anyone might be confortable with."
722,3.0,lot of politics due to indian managers
723,5.0,No longer a startup and getting very corporate at certain levels.
724,3.0,Be prepared for high pressure
725,5.0,Working with other teams can be time consuming and slows down progress for your own team.
726,4.0,Hard to manoeuvre internally for promotion across segments
727,5.0,Political + overly long training role
728,4.0,Hard to move up. Not the best facility.
729,5.0,"The first couple of months is very focused on ramping up to the demands of the job - luckily, you will always be paired with a mentor who will help you with this change."
730,3.0,"Culture is dependent on all levels, make sure the person you report to walks the walk"
731,4.0,Growth is challenging patches getting smaller and smaller within Sales Reps
732,4.0,"Talent bar can be a little low. A lot of barriers to productivity, particularly the strength of their QE force."
733,5.0,Distance was a varied circumstance
734,2.0,long hours and expected to work out of hours.
735,2.0,could be better company. not anymore
736,5.0,"The pace is very fast. There is a lot of travel and sometimes little guidance, Salesforce hires smart people and expects them to dive in the deep end and not only to swim..but to win the race and to coach the rest of the pack while doing it. I wouldn't necessarily classify this as a con personally though - I like the moving fast, and learning and innovating on a daily basis."
737,4.0,"Career progression is not as good as it is suggested. However given that you get brilliant training for each position and a lot of experience it is worth it . Management are very supportive but very much focused on activity, if you are more of a relationship building person and take time closing deals I wouldn't recommend it as it is more high activity driven"
738,5.0,Ability to work under pressure
739,5.0,"It's constantly changing, which in my mind is important to stay fresh and relevant. It can sometimes be a challenge though."
740,4.0,Not a good place to work if you want to live lavishly without any work.
741,4.0,Burnout culture - high growth targets at any cost Claims to be customer-centric company but in many ways is not Aggressive sales culture. Under resourced on Customer success and employee engagement
742,1.0,No work life balance in Customer Support Group (CSG). You have to work like slaves or bonded laborers fully loaded with work and dealing with global customer cases everyday.
743,4.0,We need a bigger market share to create even more awareness!
744,3.0,"If you want to find a place that you can relax and makes easy money, this might not be your best choice."
745,2.0,"Dashboards for everything, no clear processes, lack of serious in management, a lot of favoritism - no HR representant"
746,4.0,"Almost the same as the ""pros"". Visionary company, CEO lives 5 years in future. Was a disruptive force, but is now normal. Intense culture, not a place for 9-5 behaviour."
747,4.0,Work life balance can suffer. It's sometimes hard to find the time to keep up with new developments due to the volume of work and pace of innovation.
748,2.0,- Brainwashed culture exists using Orwellian terminology like #dreamjob and Employee Success for HR - High school fist bumping mentality - Constant hypocrisy from the predominantly Caucasian management team who preach about diversity.
749,2.0,Support Management treating employees as slaves. They don't know how to treat employees There is No Work life Balance. As usual Lot of internal Politics There is no Transperancy at all
750,2.0,The new markets and products they know nothing about have just as high of expectations as their easy well established ones.
751,3.0,"No real experience in advisory, building it up right now so can be challenging to work there, very technical background required, have to pass a lot of certifications that are not necessarily aligned to the type of job"
752,4.0,Not so much career path opportunity between different roll.
753,3.0,Management needs to focus on growth
754,5.0,"Fast moving culture, new hires may be lost in the wave if not properly inducted. Also, remote workers may face the challenge where they may not be able to keep up with the pace."
755,2.0,"The company is growing very rapidly, still because of the management issue employees has to suffer"
756,5.0,Too much focus on numbers and volume of activites rather than individual project
757,4.0,"Compensation could be better, in Dublin it's below industry average"
758,5.0,"Haven't come across any negatives thus far. Seems like the they've done a terrific job of laying the foundation for a healthy and supportive, although competitive, working environment."
759,4.0,"A bit of a pressure cooker when it comes to consistent performance. Can be quite tiring to have growing targets, reductive territories and some challenging personalities in the organisation."
760,4.0,I really don't have anything negative to say. It's a fast growing dynamic company and it's great place to work.
761,5.0,"If you don't like being busy, this is not the place for you."
762,5.0,Never enough resources to address the opportunity in front of us Long hours - we work hard
763,5.0,"As we are growing so fast the structure is getting bigger. There is no big cons in Salesforce. Everything is almost perfext,"
764,5.0,None to report at this time
765,5.0,"A good patch is easy, tough patch is hard. Sales"
766,5.0,Nothing particularly. Great place to work
767,5.0,Work flexibility (need to be in the office everyday)
768,4.0,"Salesforce has ambitious growth plans, but needs to invest further in the resources needed to achieve the goals or risk having staff burn out."
769,5.0,- Stressful targets (as any sales environment) - Sometimes gets very very challenging - Some managers can be really pain in the neck - Your image makes a strong impression on your next step
770,4.0,boring daily tasks Management chain Poor career opportunities
771,4.0,"There seems not enough path to change role. Also, in branches, sales members are treated like a king and less attention for back office employees"
772,4.0,-Can be hard to manage work life balance at times based on quota attainment
773,4.0,This is a chaotic place to work at best. This chaos gives you opportunity but you are also sometimes on your own to sink or swim. Go there if only you are ready.
774,3.0,Not a strong brand in Canada No work life balance- prepare to have 12 hour days on a regular basis Individual contributors made into managers with no training Unclear job expectations Abrasive new manager
775,5.0,Still experiencing some growing pains
776,2.0,"Regional Stereotypes, newly acquired divisions suffer from disorganized leadership, pay and benefit disparity and goals set well beyond the scope of reality"
777,4.0,"In such a big company getting yourself noticed can be difficult. Also, there is a lot of ""process"" to follow for little reward apart from what management sees."
778,1.0,At their international Sales Kick Off in Vegas the wives of most Vice Presidents were wearing OT clear bracelets from Scientology...This did explain a lot though. If you like Scientology you gonna love Salesforce.
779,3.0,"- very competitive, cut-throat sales environment - challenging work"
780,4.0,"Italy team is growing fast but still small, for example in business support functions"
781,5.0,I don't have anything bad to say in my experience with Salesforce
782,4.0,"Grown up already in some area, and need continuing to find new area."
783,4.0,Hard to get ahead. Oh well.
784,5.0,so many things to learn and by the time you learn them some changes
785,5.0,I must enter at least 5 words for cons ???
786,3.0,"Base salary is very low in comparison with others IT companys but totalcomp is agressive If you hit it, and thats why sfdc brazil is a mess, cause quota was not adjusted to HC numbers and market size, so it's impossible to hit it. All managers and CXOs do not have sfdc culture, so they thing salesforce is any other IT company and don't see all great people they have there."
787,5.0,Lots of technology / products to get up to speed on. Continuous learning is essential Travel at SMB level and above is required. Too many sugary treats freely available
788,5.0,None I can think of.
789,4.0,Large cpy getting even bigger fast Management distribution to scale 'à la Oracle' Dehumannization/ automation Pressure and lack of recognition At scale
790,3.0,"Awful culture. ""Build your brand"" is a sentence that is being thrown around constantly. It effectively means ""strategically suck up""."
791,4.0,- a little HQ centric - many decisions made in SFO that didn't really need to be - responsibilities change so frequently (as a result of rapid growth) that it is hard to master them before new ones are added
792,5.0,"The offices are located in sandyford which is quite far from the city centre, the commute from the city centre takes around 30 minutes using the free exective bus transfers."
793,5.0,"lean enterprise, lot of presure"
794,5.0,"Very fast growing company, a lot of movement within teams and across management. Good in the way that it produces a lot of opportunity for promotion but also challenging in terms of maintaining momentum and team dynamics."
795,3.0,"- Meaningless promotions where only titles change - Lack of career advancement opportunities - Low pay relative to Indianapolis office, even though cost of living is higher - Inexperienced local leaders report to faraway Directors and VPs - Leadership is unaware of employee talent - Definitely an old boys club"
796,5.0,Fast pace does not allow a lot of downtime. Can be stressful. If you do not like change this company will not suit you.
797,5.0,It's grown very big and as a result there are some space challenges which get annoying at times. Otherwise it's all excellent.
798,5.0,"A bit overwhelming sometimes because there is so much to learn! But overall, there is a great deal of material available for us to learn from."
799,4.0,career path development is limited
800,5.0,Employee looks tired because they are too busy.
801,3.0,Business geographic focus imbalance. Growth management weakness.
802,5.0,Growing at a very fast rate constant change Can be pressurised
803,4.0,High target and very high pressure of results
804,5.0,"Large work load at times, constant focus on performing at the highest level."
805,5.0,"A bit stressful, however Sales team are always stressful no matter where."
806,5.0,The pace at Salesforce is incredible. Employees need to be able to embrace change and take personal responsibility for their work/life balance.
807,5.0,Oracle managers change culture growth is danger to culture
808,4.0,The fast pace of growth means you have to be constantly open to change which some people can struggle with. There can be too many meetings at times. Two separate offices.
809,3.0,"18 hour workdays, work on vacation, burn out"
810,4.0,"Sales targets can quite aggressive and hard to hit. Nonetheless, the sales training and processes are very good."
811,1.0,Everything from brainwashed departments meant to be a support line to constant tracking and monitoring. Big brother is watching you. No matter what nonsense they say about security. If you believe that you will believe anything they spew...
812,4.0,"Culture is shifting as company is growing - career paths are becoming less clear, lots of red tape to make decisions."
813,4.0,"Big company, so tend to lose the buzz or excitement that one gets from smaller start-ups. Can be a little political at times."
814,4.0,"Growth of company, can be challenging to keep up with all the new insights. Change is constant."
815,4.0,salary banding. aggresive management and no everyhing is ' joined up'
816,3.0,more of a bpo culture too much pressure
817,1.0,They prefer not to hire people over 50 and do not hire people who have more experience than their own.
818,4.0,"In an ever changing and dynamic environment, it's key that you make an effort for a good work/like balance."
819,3.0,"targets it is impossible to have good work/life balance overwhelming office - open desk policy is nice, but there is lack of desks"
820,4.0,"Management out of touch, insane corporate culture, non-existent career development, major layoffs."
821,5.0,Young management in Sales Development. Out grown the office space. Less competition over internal talent. Allow the employee to choose the career path they want.
822,5.0,BDR is incredibly mundane and repetitive but a great foot in the door.
823,5.0,Sometimes too much focus on revenue and forget about the value for the customer.
824,1.0,"Many employees are treated really bad and are forced to go to court Most Managers have their favourites and assign strong territories to them HR is always takes the Managers side if things turn against you The pressure is very high and if you do't perform for a while they try to get rid of you quick Year over year things get worse...the Aloha spirit is gone, great people are leaving"
825,5.0,-ramping on product knowledge is difficult and takes time -monthly cadence can be challenging when you go up stream -working at a growth company is great but comes with high expectations
826,2.0,A lot of hard work - very tough environment and little work life balance.
827,3.0,"very corporate environment, hot desk policy."
828,4.0,There is not much down side about it. Maybe product is too expensive.
829,5.0,You have to be quick and ask good questions! The level of competition is high but that's a good a thing
830,2.0,100% market saturation model for AE's meaning too many AE's across small number of real accounts. Result is 80% of high performing sales people miss their target/OTE. You'll be very lucky to be the 20% of people that actually make decent money here.
831,3.0,Quality of work is not great
832,4.0,"Too much middle management, and false titles. Company vision and direction are constantly changing. Some promotions are caused by political reasons, rather than having the best candidate for the job selected."
833,4.0,"Low-medium income, bad location and parking lot"
834,2.0,"-Politics: If you are best friends with the Manager or in his circle of friends you will be treated like royalty. If you are not, well then you are just another soldier fighting the good fight and starving"
835,5.0,"Company is growing rapidly, so culture could start to trend towards that 'large enterprise' feel."
836,4.0,"Priorities change constantly meaning that it's hard to get projects completed / running effectively before you have to change tack...but that does make for more interesting work and variety, it can just be a bit frustrating"
837,5.0,Change is the only constant so we move so fast that sometimes work is redundant or not as well planned out as it should be for optimal effectiveness. Sometimes Political. Leadership is stale in the Customers for Life organization.
838,4.0,No more start up culture. Politics politics politics in upper management level. They don't know Cloud and CRM. What a shame...
839,4.0,Work life balance can suffer. It's sometimes hard to find the time to keep up with new developments due to the volume of work and pace of innovation.
840,2.0,Sales people treated as a disposable resource now. Too many sales people with unrealistic numbers for the market. Very few people hit their quota. They'll attract you with a big OTE but you won't make it. This place is now Oracle 2.0 - there are much better cooler companies ot work for now who treat sales people really well.
841,4.0,- Little opportunities to grow your career quickly even if overachieving your targets - Becoming a big enterprise software company and losing the small size company spirit
842,4.0,Salesforce is huge and there are so many products with a lot of acquisitions happening. You might feel lost sometimes.
843,4.0,"Very fast paced, working for a US company has all the set backs with the time difference, alot of pressure on sales team."
844,3.0,It is sometimes difficile to keep it’s private life alive. There is always pressure and need to be at 100%.
845,3.0,A corporate mindset and shareholder-focused business that has prioritised growth over customer and employee success
846,4.0,"Very slow career progression, despite being a consistent high performer. Pay increases are similarly scarce within marketing."
847,3.0,Too many sales reps squeezed into territory to keep up with 30%+ growth targets YOY
848,3.0,Too much speedy. Revenue driven culture so number is everything. when you assign bad territory it's so miserable to survive.
849,4.0,"No room for individuality as company grows more and more ""corporate"" The good old pioneering - innovative years are over."
850,4.0,"Culture can be a popularity contest, especially in pre-sales, you're expected to spend a lot of time going to team events and if you dont participate you wont do as well. You also have to start at 8am everyday"
851,1.0,"Long shifts without breaks due to low staff numbers. Constant bombardment of incidents with a mountain of beaurocratic tasks to wrap up incidents. Promises of higher level experience never materialise. Having to compete with fellow staff to get leave. Management blame staff for refusal to keep up with workload even though refuse to hire more as well refuse to allow use of higher level skills to automate tasks. Management expect staff to be personal secretary and dig up information for their own reports. Management constantly shouting and over all culture of bullying. Management expect training of systems to be an ""extra curricular"" activity on top of long shifts with no breaks. Not allowed so much as a bathroom break without telling someone."
852,5.0,Expect working more than 55h Hard to balance personal and professional life
853,4.0,Salesforce is a very US (San Francisco) centric company. There is limited autonomy to make decisions in the country branches.
854,5.0,Company seems to be slowing down a little compared to when I first joined
855,5.0,Commitment could span to the weekend at times.
856,4.0,"Pressured environment and demanding targets Expectation to ""fit in"" with the company culture which although positive may not suit everyone Having remote bosses means your needs can get ignored"
857,4.0,Not based in the same country than the Account Executives Difficult for alignment
858,5.0,- Creeping bureaucracy with some metrics apparently being collected for the sake of it - Rapid change can make it a challenge to keep up - Career paths outside of the USA are a little opaque
859,5.0,"really fast pace, long or unusual work hours due to high demands on the business"
860,5.0,Relentless pace of sales growth and hiring is not necessarily matched and or paralleled by peripheral and other business units leading to occasional flares but nothing major. Also lack of focus on managing out the people that need to move on to greener pastures. Overall great benefits and nice work hard/play hard mentality. Increasing pressure on target achievement as they hire more and more salespeople reducing their territories whilst maintaining 30% yoy growth
861,4.0,"Regional operation is under control the HQ, so sometimes there is a difficult and unmatched direction to achieve KPI for local employees."
862,4.0,"There are archaic technologies and unnecessary processes that kill engineering productivity. There is active work going on that are improving these issues, but it's a slow and painful process."
863,3.0,"expensive product, territory shrinking, clawbacks"
864,3.0,Monday Forecast Meeting Tuesday Pipeline Meeting Wednesday Key Deal Review Thursday Pipeline Build Meeting Friday Tertiary Plan Meeting All these meetings are the exact same thing. You will generally spend 10-16 hours a week in a meeting room with your team repeating yourself and listening to your colleagues repeat themselves. It becomes extremely tedious.
865,5.0,"Work-life balance could be improved by adding onsite facilities, like exercise rooms."
866,5.0,"Starting to become a ""big company"" from a culture standpoint. It's always inevitable but I miss the startup feel that the company had when I joined."
867,5.0,- Too many signs that are leading toward the organisation functioning like Oracle due to product mix. We need to steer clear of this and sell as a team
868,4.0,New Culture change creeping with new managers trying to make their mark Obsessive on individual metrics Intense - sometimes in the wrong way No local autonomy Sales company throughout - impacts other roles Sales or others quick to push people under the bus Political - especially on any interaction with Sales Big company feel now Slowing opportunities
869,2.0,changing processes and very similar to oracle.
870,4.0,"Unclear deliverables, lack of leadership, ""culture"" is a big thing but hard to define"
871,3.0,"Marketing driven, lacks maturity especially when trying to earn trusted advisor status with large prospects"
872,2.0,Good basic and opportunity to travel.
873,4.0,"highly political, some really bad managers go undetected"
874,1.0,"Too political, too many BS meetings and pom pom waving.."
875,1.0,"ORACLE 2.0 -This terminology has been tossed around a lot thorough out these reviews. I view the Oracle effect on Salesforce through the following: 1) Middle Management -This is probably the worst part of Salesforce. These ""managers"" have been placed into these positions as the company grew too quickly. Salesforce will take Account Executives and place them into management positions without previous coaching/mentor experience -As a result, many (not all) of these managers will bastardize AEs. They are very quick to through AEs under the bus to save their image. -These managers have no skills at coaching, helping, or mentoring. -I have personally been involved in one-on-one meetings where I have experienced a manager insulting myself and my work. I have witnessed AEs quit after one-on-one meetings as their manager pushed them beyond limits. -I have also witnessed managers insult clients. If the client ""pushes a deal"" outside of the month it is forecasted, managers will become overly aggressive with the client to pull it back. Sometimes this tactic works, but it upsets the client and destroys future relationships. -Middle management will pick their favourite AEs and provide everything possible to ensure their success. 1.5, 2, 3x territories. Providing the best territories to their favourites. -I left Salesforce as my manager was insulting, rude, aggressive, upsetting to clients, and deceiving. They were not a coach, mentor, or visionary. 2) Territory Management -As stated in the Middle Management section, some AEs will get 1.5, 2, or 3x the territories -Management will tell you that each territory is cut evenly (laughable). So if an individual has 2x territories, they should have enough business to close 2x monthly quota -Even though these lucky AEs have double the territories, your monthly quota is equal to theirs -If these lucky individuals sell 50% of plan in each territory (making up 100%) and you hit 98% of your plan, middle management will act like these individuals are the next Glengarry Glen Ross. Middle Management won't even give you a pat on the back. -It is unfortunate to witness some individuals burn out quickly because they have to work 10x harder in a single territory as others have 2 or 3x territories with the same quota. 3) Transformation of the AE Role -When I first started, AEs were viewed as ""consultants"" with your clients. Your objective was to thoroughly work with your clients to uncover opportunities, manage the projects, and develop thorough business cases. Most importantly, we were to know our clients' business inside and out. -The AE role has now changed into a business development rep. -Middle management will have you call blitz your clients (which they clients get annoyed with), try to identify an opportunity, then pass it to a co-prime (Pardot, Data.com, Service Cloud, Desk). -The AE no longer works throughout the sales cycle. Management seeks to make the AE role into a transactional based environment -This is upsetting to anyone who enjoys relationship selling. -Many clients are becoming annoyed with the various AEs and Co-Primes continually connecting with them. 4) Quick Wins Now vs. Strategic Larger Deals -Management is so focused on monthly quotas that they will push AEs and clients into decisions before the sales cycle is complete -This could negate larger strategic deals as the client gets a ""band-aid"" fix."
876,5.0,"Being such a big company you typically only work on small portion of the bigger picture at a time, but this isn't necessarily a con. It's just the nature of being a large company."
877,4.0,Sometimes combines disadvantages of a start-up with the disadvantages of a huge corporation. Slowly loosing the initial vibe and culture.
878,5.0,Haven't found any yet :)
879,3.0,"- Politics, politics, politics - Product set dated, especially around process management, analytics/decisioning, big data - Oracle clone - Plenty of little emperors in middle management positions with dillusions of grandeur - Average compensation - Overly reliant on inflated Sales Engineering organisation desperately working to shore up glaring gaps/deficiencies in an increasingly fragmented product set"
880,5.0,"- mostly work at the office instead of work from home - territories get shuffled frequently based on fiscal year, promotions, etc. it would be great if there's consistency with the territory, it's challenging to build your region only to be plucked from your patch the next round of territory adjustments - nothing else at this time"
881,4.0,"Compensation could be better, in Dublin it's below industry average"
882,3.0,Culture in the Netherlands. fast growth in people with different backgrounds and culture is hard to create an local culture.
883,4.0,Not aligned to competitors when it comes to salaries.
884,4.0,Too fast paced work life balance can be tricky High pressure constantly changing environment
885,4.0,Oracle 2.0 Over inflated characters who spend most of their time preening their egos Vicious political infighting Revolving door management
886,3.0,No team work in the region No coaching in the region Lot of differences between your peers
887,4.0,Business is changing so rapidly all the time- it can be exhausting trying to constantly be agile and cope with a large work load.
888,3.0,"no management, no team spirit, no real strategy on sales patch and target distribution, carreer process for sales is all about network..."
889,4.0,the legacy code is a bit trying
890,1.0,way too much office policy; hiring or promotion is only Partner influence based; Director position have manager responsibilities; Partners are a mixture between manager and Director roles: too much INFLATION of titles
891,5.0,- Long hours - Frequent organizational changes - Frequent headcount freezes
892,4.0,Monthly sales forecasting adopted by the company is not suitable for enterprise sales.
893,4.0,The atmosphere in the office can sometimes be a little negative
894,5.0,If you come from a development background and expecting to further your technical skills - this is not the place for you. You will notice a dip if you don't keep on top of the tech world outside work This is just the nature of the business
895,4.0,Lots of layers of management consisting of managers that could only ever survive in a large corporate structure. Lots of egos although that is to be expected from a sales organisation.
896,5.0,"when growing at 40%, pace is relentless, employees can tire under pressure"
897,2.0,"Politics within the creative team are the worst I've seen anywhere and are getting worse over time. it's purely a leadership problem and the negativity comes from the top where there are a couple mean-spirited individuals who actively seek to undermine leaders from other teams, including people who are new to the company. This has been going on for a couple years and no one has done anything to address it. HR and executive leadership have turned a blind eye! Also, if you need to get anything done with the creative team, you'll be asked to support 1-5 new employees for their team, which costs more and delivers less than hiring an agency to help as needed. It's all about grabbing power there and it's ruining the culture, forcing great talent to leave, and short-changing real growth opportunities. Real growth could also be driven by a better go to market strategy. The go-to-market strategy is weak but made worse by the fact that the campaigns team isn't even led by a marketer or someone who knows how to run campaigns effectively."
898,4.0,One of the sad part was that our concerns which we use to highlight was never use to reach to our higher managers Favor-ism was one of the thing which I witnessed because of which other folks used to slog Job stability is a concern because due to there changes in the higher management they can ask you leave at anytime Also I felt that few people where not competent enough to be a part of the organization not sure how they got hired.
899,5.0,None that I have encountered so far
900,5.0,"High teck, easy to get overlooked"
901,2.0,My role turned out to be very different from what was advertised or discussed during the interview process. Encountered a few other people this had happened to aswell.
902,5.0,Hard work all the time. It is a grind but you can rest your head down on your pillow at night and know you put in a serious effort.
903,5.0,"Strict hierarchical steps upwards (limited responsibility at each level), huge company so not as agile or fast moving as one would hope sometimes, but overall it's definitely a good company to work for"
904,5.0,"Nothing, could stand for better communication between dev and sales"
905,4.0,Lacking on the maturity curve with Largest accounts. Every client is treated the same whether they spend $10k or $10mil. Management is typically not investing in employee skill sets and career growth. Its all about Sales and the weekly numbers.
906,3.0,"This company has serious pipeline issues, if they want to keep growing at 30%. They don't really care how this affects their employees. Quota is unattainable for most except a few ""favourite"" employees."
907,4.0,"Management come from the larger company, but these companies don't grow. They don't have a management experience of growing company."
908,3.0,"Not enough organization, resource and infrastructure to keep up with the growth"
909,5.0,Being in a hub city you sometimes feel slightly less part of the team but overall no cons really...
910,3.0,1 Leadership in India is in a flux 2 High attrition 3 People are not valued
911,2.0,- Lack of management - Lack of leadership - Poor onboarding process - Success only measured and valued by money
912,3.0,"Changing culture with lots of Oracle People coming in in Management Customer focus is number 2 bypassed by ACV Confusing product rebrandings and while marketing is mobile, social ..... a shitty mobile product. Performance Edition must be an Idea from a person who never been at a customer. Unified platform is a Powerpoint Concept. Carreers depends on Buddy business and even people from Middle Management pushes the new market approach while knowing that these concepts failed at Oracle before. Critics are not allowed, we have to believe....and cheer... #awesome"
913,5.0,"Organization split into silos thus prohibiting all division to collaborate around 1 client through it's life cycle. Some colleagues focused on 'plucking the low hanging fruit' and not at getting share of wallet within one enterprise customer. Although my application went very well, I see many candidates wait too long for feedback."
914,1.0,Poor organization from the sales development recruitment specialist team.
915,3.0,Very dashboard-driven. Employees live and die by the metrics
916,4.0,Very large organization.. needs to be more nimble
917,4.0,"Very stringent and regimented in career path, just a cog in a very big machine"
918,4.0,"Almost the same as the ""pros"". Visionary company, CEO lives 5 years in future. Was a disruptive force, but is now normal. Intense culture, not a place for 9-5 behaviour."
919,2.0,"Pay below comparable jobs at other companies High school football captain culture Lack of talent at higher management level (great politicians, often not competent) Work life balance CEO personality cult"
920,3.0,Too much speedy. Revenue driven culture so number is everything. when you assign bad territory it's so miserable to survive.
921,5.0,Very metrics focused. May change directions.
922,5.0,None at the moment. Please hire more guys like me!
923,4.0,"Too much rah-rah, just let others talk about your accomplishments, no need to pat yourself on the back. Now they want non-sales, non-customer facing employees to understand products to communicate to people outside of the company."
924,5.0,A lot of times I felt like the work I was doing wouldn't make it to the final product.
925,5.0,"It is good to have a lot of measures for success, but still need to work on making sure they are accurate, such as adjusting annual team goals when there are open positions for periods of time."
926,5.0,Work politics can impact the job at times. Continuing a start up mentality when the business is growing and needs to be adaptable
927,5.0,"its Pricey. Compared to the comp we are priced high making it more difficult to sell to smaller customers. we have to be more focused on catering to the small companies, not just by value but budget as well"
928,5.0,No Cons experienced so far
929,5.0,Still trying to find it.
930,3.0,"Increasingly over-politicized activism. A significant number of customers, as well as employees of Salesforce, do not share Marc's, and by extension Bay area's, far-left vision of the world. Employees have to keep their mouths shut and opinions to themselves to avoid problems. This year's election put it out in front. Chatter (company's internal ""facebook"") was filled with support for Hillary. Had someone built Trump groups etc., Bay Area folks would have demanded their safe spaces. Personally, I'm not against the Marc's positions and I didn't vote for Trump, but I don't care for the way it impacts employees and some customers. I had a customer this year who refused to go to Dreamforce because of this issue...and that hurts my bottom line."
931,4.0,"Too many sales people, too little accounts Corporate culture becoming too much like Oracle Limited account base due to mass hiring for sales"
932,4.0,Work-life balance is a bit off-the-scale (significant remote work calls for meetings at inopportune times)
933,3.0,"A bunch of Oracle execs were hired over the last 3 years, and they have been busy replicating the Oracle culture here. The worst changes to the company have come in at the beginning of 2015. Quality Engineering was de-prioritized across the R&D organization. Many of the QE execs have been given different roles (I am not complaining about this. To be fair, many of these so-called QE execs should be fired. Do we really need 10 VPs in Quality Engineering? QE heads are now reporting to development managers. The road ahead points to converting all teams to Engineering teams. So if you are a QE trying to get a job, look elsewhere. Do not listen to the drivel from the recruiters. QE ROLE IS ENDING AT SALESFORCE! Added to this, the conflicting priorities are ever increasing in this company. R&D is at its 3rd attempt to re-write the UI, and make it adaptive at the same time. The so-called Salesforce 1 app was a disaster. The next attempt is starting in 2015. Although there is not a lot of hope for it, many of the ""leaders"" driving this will surely make hay via promotions and stock grants."
934,5.0,"Remote employee engagement could get better, but the independence it provides is unparalleled."
935,5.0,"- I think everything is fine. The sub-teams are pretty new, so there are challenges associated."
936,5.0,sometimes having to work long hours. This is not mandatory.
