,Unnamed: 0,title,author_info,rating,pros,cons,helpful
2407,24,Large company with strong focus on growth,"Feb 28, 2014 - Account Executive in San Francisco, CA",4.0,"Good training and support for sell SaaS Good benefits (Medical, Maternal/Paternal leave, ESPP, 401k matching, Wellness reimbursement)","The pressure is always very high to make your numbers as a sales professional. As a growing organization (~14,000 employees), it can be slow to see material change to broken processes. With the growing number of acquisitions, the integration process can be very slow.",Be the first to find this review helpful
2408,25,If you like to go fast this is the place for you.,"Mar 4, 2014 - Senior Account Executive in San Francisco, CA",4.0,The most innovative and fast paced large company I've ever worked at.,The pace can be insane for mere mortals!,1 person found this review helpful
2409,26,Salesforce.com,"May 5, 2014 -",4.0,Great fast moving company with high growth potential. Invented cloud computing and is known as the market leader for CRM. Huge growth YoY in terms of revenue and headcount.,Landscape is constantly changing. Lack of process. Not as meritocratic as other start-up type companies. Transforming into large company mentality where bureaucracy slows down innovation.,2 people found this review helpful
2410,27,Great company- if a bit corporate,"Aug 28, 2015 - Product Expert in San Francisco, CA",4.0,"Salesforce runs like a well oiled machine, which can be refreshing if you're coming from start-up chaos. They give you lots of options and support for career development/advancement. Work/life balance is good, and benefits are comprehensive.","This is a big company that focuses mostly on B2B tech, so it can feel very corporate. Vibe depends on which division you're in.",Be the first to find this review helpful
2411,28,Senior Manager,"Feb 26, 2016 - Enterprise Corporate Sales, Account Executive",3.0,"The people, the training and the innovative product.",We're getting too big and are less and less connected with our employees. We struggle at times with deciding between doing what's right for the business and doing what's right for our people. It's inevitable with a mature business like salesforce.,5 people found this review helpful
2412,29,Senior Front End Engineer,"May 4, 2016 - Anonymous Employee",4.0,"Great benefits, easy to work with everyone. Lots of room for growth. Low pressure environment",Too large of a company to feel important. Lack of transparency between the different level of management,Be the first to find this review helpful
2413,30,"An OK company overall -- but avoid Hillsboro, OR Office",,2.0,Nice office. Lots of bells and whistles. Lots of snacks and drinks. Great kitchen. There's a barista/ coffee bar.,"The Hillsboro office culture is completely different disconnected from the culture at headquarters. Tech Support is a dead-end. They lure in new employees and recent college grads with ""career development"" talk, time to study and get other certifications, job shadowing, etc. You quickly learn none of that will ever happen. Getting a tech support job in Hillsboro will NOT help you get another job in a different department or location -- it can only hinder you, if anything. They're also constantly pressuring employees into working overtime because they're understaffed, but don't want to hire. The pay doesn't match the pressure and stress. The fancy office and the fluff doesn't make up for all of this, even though they hope it does.",12 people found this review helpful
2414,31,Used to be a great place to work,,3.0,"Like many in Indianapolis, getting hired at ET was like the pinnacle of working in local tech. With amazing benefits and agile teams, it's no wonder the company grew so quickly and hired so many kind and talented folks. It's still a better place to work than almost anywhere else in Indy... at least if you don't get laid off.","Nowadays, things are completely different as ET gets 100% assimilated into Salesforce. It's a shame that the orange culture we all loved is going by the wayside. A large number of people have recently been laid off as part of the integration, and the company culture is just much less warm and innovative. Now it takes many levels of bureaucracy to get things done and it's more of a cutthroat environment.",9 people found this review helpful
2415,32,Operations,,5.0,"Fast paced, innovative company and culture.",Achieving work-life balance is difficult under the pace the company is moving.,1 person found this review helpful
2416,33,Great upside,,3.0,Endless work opportunities; everyone needs CRM,Benioff is insane and is busier with philanthropy than anything else,1 person found this review helpful
2417,34,An amazing growth company with wonderful technology,,4.0,"- Amazing technology that just ""works"" - Great California company benefits - Innovative culture -Commitment to foundation activities - Stable environment. Many people have been hear to 5+ years","- Management good. However, there is room for improvement. - Changing priorities are frequent - Very little, or no opportunities for advancement at Director level",Be the first to find this review helpful
2418,35,Great place to be depends on what your priorities are,,4.0,"Smart people, fast paced,many new cool stuff to work on if you want to go crazy, pay you well, can learn a lot at your early stage in career","Lot of changes, politics in technology, expect more than usual from employees, if you have a large commute and kids to handle then you will suffer and feel hard to do *everything well, stocks will handcuff you so beware and move on if you are saturating",5 people found this review helpful
2419,36,For the new guy,,3.0,Forbes top 100 companies to work for #7 Innovative Solutions Forbes #1 most innovative company. Past four years in a row. Seem like nice folks to work for. Very collaborative environment Great onboarding,Seems that support is lacking at times Manager not proactive in supporting me.,Be the first to find this review helpful
2420,37,Overall a good place to work,,4.0,"The have very good intentions toward employees and often manage to meet those intentions. Top notch company values, they strive to be the best and have generous benefits, nice workspaces (many with standup desks, snacks, etc.)",Salesforce is a very fast moving company. You should be comfortable with uncertainty if you work here and the type of person who is willing to dive in and fix a problem when they see it.,Be the first to find this review helpful
2421,38,Aggressive sales-driven company,,4.0,"This company is fast-paced, driven and completely focused on their goal of driving revenue. The leaders are consistent in their messaging and approach to meet the company goals.","Not great at cultivating and nurturing talent. As an individual, you have to be driven to take your career and growth into your own hands. No one is going to hand-hold you through it.",4 people found this review helpful
2422,39,A phenomenal place to begin my professional career!,,4.0,"Fast-Paced, Innovative, Competitive Culture, Rewarding, Challenging","High-Expectations, Ever-Changing, Remote, Corporate, Lack-of-Transparency",Be the first to find this review helpful
2423,40,"Great company, thoughtful and hardworking people.",,4.0,Generous salary and benefits and the company really cares about people. Philanthropically they are as strong as any company in SV. ALso their culture in my opinion was run as a fair meritocracy where if you excel you are rewarded handsomely.,Fast growth provided some pains but luckily i was not among people effected.,2 people found this review helpful
2424,41,Great company to for a sales career,,4.0,"Great compensation and commission structure A product that sells itself Globally recognized leader in Cloud computing Lot of spiffs Free beers once a month or so Free lunches every end of month Snacks, drinks stacked in the kitchen",Management can be sometimes very unprofessional Integrity issues Too snobbish. Consider themselves the GODS of SaaS. A little away from reality. Micro-management and Bureaucratic Growth opportunities have been on a decline lately,6 people found this review helpful
2425,42,Best days behind us,,3.0,Good money for less work; work life balance; my advice is to 'rest and vest',Falling behind others in terms of tech stack; lot of homegrown solutions that can't be taken elsewhere,Be the first to find this review helpful
2426,43,Excitement and opportunities for those who are driven and lean toward positivity,,5.0,"Overall, the company culture seems very open and encourages honest self-reflection, but there's definitely a bias toward people who are naturally positive and seek opportunities. If you're a team-focused, positive, cheerful, driven person, this is a company where you can make huge strides in a very short amount of time.","First, it's NOT a startup, and while the company seems to have a great future ahead, it's not a fast-growth place where you're going to get catered meals, massages, and toys to play with every day. This shouldn't be a problem, but since the HQ is in San Francisco, people are reminded of all the perks and opportunities that abound just around the corner (or in Silicon Valley). Also, while the company is a great place to work, it tends to favor extraverts and people who desire to move up or who want to do lots of things outside their current job role. Being surrounded by ""movers"" like this can be exhausting if you're one who wants to be ""comfortable"" and seeks to achieve work-life balance.",5 people found this review helpful
2427,44,Great,,5.0,"Great people, great snacks, great parties","Big company, lots f churn",1 person found this review helpful
2428,45,Great Organization!,,4.0,"Growing, fast-paced, and highly driven.",Rapid growth means learning as you go sometimes.,Be the first to find this review helpful
2429,46,The people and infectious culture are what make Pardot extremely unique,,5.0,"Pardot is filled to the brim with intelligent people and an awesome culture. The best kind of culture. A culture that you might expect to find on the west coast, but unique in its own right. As an example, although you have to work hard, you will never be worked to death. People talk about an effective work/life balance. Pardot employs it in a way I've never seen before. I believe it allows them to achieve a level of productivity equivalent to one generated from an 80 hour work week. Also, there is always tons of food available, so watch your figure!","Although engineering uses tons of open source software and tools, I wish Pardot & Salesforce ingrained it in the culture even more. Releasing official projects as open source could be done and encouraged more often.",2 people found this review helpful
2430,47,Senior Software Engineer,,4.0,"great culture, good working environment, awesome perks,","old technology stack, infrastructure is slow to adopt, need faster release cycle,",1 person found this review helpful
2431,48,Great place to work in recruiting,,5.0,"Hiring managers are smart, motivated, fun to work with, respectful, and interesting. Recruiting managers have your back and are there for you. Reqs are varied and interesting and can shift, so you won't always be hiring for the same thing. This company has a soul - the CEO is a sweetheart with a passion for technology and helping others (literally helping others... look up the 1/1/1 model!).","The ATS is a bit hard to train on, but once you get it it's not a problem. I've never really liked an ATS anywhere though!",Be the first to find this review helpful
2432,49,Nightmare on California Street and Freaked out on Fremont,,1.0,"Snacks. Smart people. Company does give back to the community but ironically, squashes their own people while serving the needy. Starting salary for Commercial AE was 100K. Overtime (that everyone lies about) is the only guarantee for additional income and that's only available since the class action lawsuit forced all Corporate Sales to become hourly employees--that happened in 2011.","Others have said it and I wholeheartedly agree. This was the worst professional experience of my career. Learned a lot about how truly horrible a company can treat their employees. Really hard to get a job here unless you know someone and I did--what I didn't know was how much I was lied to with the promise of making a living. The only people who are happy here are the young kids who are striving to achieve success early on in their careers and those who have been at the company for years who are favored and given the good patches to actually make their goal. Such an insidious culture with back stabbing, soul less individuals that starts with the top management and continues through middle management. They are the worst. The Junior VPs who have been there for years, so made it early on but they are worse than the Executive VPs because they really have no talent and have no clue how to manage good people. Turnover rate is ridiculous and the actual number of people who make their goal is so incredibly low. The cube culture ensures that your cold calling (which is mostly what it has become) is heard by your boss so he, and the tenured people around you, can berate you for not moving the deal along. And don't even think about working from home--get there at 7am or you are looked at as a loser for not being committed to the cause. Selfish, manic, loud, seductive people do well here for a while or at least until they slip up and end up with the Dakota patch. Or quit because they can not take it anymore. Drunken culture too which is encouraged by the annual Christmas party which costs millions--it's lavish and luxe--and shameful and gluttonous. I had 3 friends quit for the exact same reasons I did and we look back at the experience unfortunately in the nightmares that still occur for the ""month's end"" because we are not closing squat.",31 people found this review helpful
2433,50,Incredible Opportunity and People,"Nov 12, 2014 - Anonymous Employee",5.0,"- Great office perks. (free food all the time, free snacks and drinks) - Great people and culture - Office space is incredible - Good pay - Top notch equipment",- On boarding is a bit overwhelming...but thats normal anywhere. They do the best job they can making you feel welcome. I was happy with my on boarding.,1 person found this review helpful
2434,51,The path to promotion is self promotion.,"Oct 25, 2014 - Sales Engineer in San Francisco, CA",3.0,"Besides the obvious (pay and benefits) Salesforce is actually a pretty fun place to work. I can only speak for the sales side and working out of the SF office, I don't know much about the other orgs. Overall they do a great job hiring intelligent social people who will have fun while still working hard. The product is the best on the market and the technology for the most part blows competition out of the water. For me the best part about working at Salesforce has been the people / co-workers.","Salesforce has an interesting way of recognizing and measuring success, which is mostly driven by tooting your own horn. The practice of ""building you brand"" is more important to your career than doing intelligent and meaningful work. The company is driven by sales and this causes unrealistic expectations on both the sales side as well as product rollout. Many (but not all) of the low to mid level managers are either unqualified or strive too hard to please superiors. The company is more focused on showing and telling about how great it is than actually being great.",18 people found this review helpful
2435,52,"Great company and culture, too much politics.","Nov 25, 2014 - Anonymous Employee",3.0,"Great Philanthropic model (1:1:1), impressive amount of involvement and presence in the SF community, culture is still fun even at the size and growth rate.","I am only giving the company three stars because while I enjoyed the perks of working for a well respected, game-changing company, I also did experience some negative experiences due to incompetent management, a high rate of turnover, and a limited amount of growth within the company. I felt as though there was a lot of brown nosing going on, and the politics was a huge reason for my departure. I also encountered more than 5 managers in my 2 1/2 years there which was disconcerting.",2 people found this review helpful
2436,53,Unstable environment,"Dec 14, 2014 - Senior Systems Engineer",1.0,rapid-pace fun product that is even used heavily internally,"constant reorganization. many joke that they are on their 5th manager in 1 year extremely unprofessional, angry leaders. it's not uncommon to see people ""torn apart"" in meetings. it's not uncommon to see highly inebriated leaders at offsites - slurred speech, difficulty standing, speaking openly about other employees they manage to their peers. there is extremely high turnover, so when you find a great peer group, often the ones you like the most will probably leave. promotions are all about building perception -- not about what you really do.",10 people found this review helpful
2437,54,Good Company to Work for,"Nov 13, 2014 - Anonymous Employee in San Francisco, CA",5.0,"Great energy, good compensation and management makes you feel like you're included in most decisions.",Nothing I can think of.,Be the first to find this review helpful
2438,55,One of Indy's best employers.,"Nov 24, 2014 - Senior Software Engineer in Indianapolis, IN",3.0,"There are lots of great people in every area. Most coworkers are friendly, intelligent and passionate. There are fun problems to work on. The culture is great.","Fast growth has led to certain challenges, specifically in terms of onboarding and complexity. It also feels like we're an afterthought to Salesforce. We're starting to get some of their benefits, but salary and especially bonus discrepancies continue to be the norm according to Glassdoor reports.",1 person found this review helpful
2439,56,"Great opportunities if you know how to work hard, collaborate and want to give back","Nov 7, 2014 - Director in San Francisco, CA",5.0,"Great benefits, manager and endless opportunities. You have to love FAST pace, dynamic changes, some great reviews called it the largest entrepreneur company out there. That's very true. GREAT growth. Great community involvement and Dreamforce is amazing!",Not really any... I know people will always come up with something but it's a place where what you put in it what you get out of it.,1 person found this review helpful
2440,57,Most awesome company,"Nov 10, 2014 - LMTS in San Francisco, CA",5.0,Very rewarding experience in the last 3 years.,None - keep doing what you are doing,Be the first to find this review helpful
2441,58,Awesome place for a development internship!,"Nov 16, 2014 - Intern Software Engineer in San Francisco, CA",4.0,Salesforce is a great place with plenty to learn and lots of friends managers and mentions!,"Only somewhat disappointing thing is that they seem to be a little cheap on the hardware they are willing to provide to employees. It shouldn't be hard to get nice monitors, and IT shouldn't be a second class citizen.",Be the first to find this review helpful
2442,59,Best decision of my life.,"Oct 25, 2014 - Business Development Representative in San Francisco, CA",5.0,- great people - world changing technology - amazing customer stories - benefits - 1 1 1 model is so much fun to be apart of,"- too much training - managers care about you - i've made too many friends - wait, these are all Pros",2 people found this review helpful
2443,60,Innovative Company,"Mar 10, 2016 -",4.0,"Free snacks, great benefits, flexible PTO, ability to work from home, quarterly bonuses, laid back culture, plenty of opportunity to grow within organization.",Sometimes when you work in a such a big company it's hard to get noticed for the value you provide and when it's as big as Salesforce it's hard to get assigned to work on truly strategic projects.,Be the first to find this review helpful
2444,61,"Great Company Culture, Sales Culture Evolving","Dec 20, 2016 - Strategic Account Manager in Houston, TX",4.0,"Great company culture, love the 1.1.1 giving back model. Collaborative and open culture.","For enterprise sales and operations, need to mature and better align with enterprise customers buying/budget cycles. Can't expect customer to buy every month when large enterprise buy once every 1-3years.",1 person found this review helpful
2445,62,Data Scientist,"May 30, 2017 - Anonymous Employee",4.0,"Great benefits, nice culture, top-line clients. There's a lot of momentum, and we really seem to sit at the nexus of amazing business opportunities.","The tech can seem a bit fragmented in such a large organization, and there is sometimes an overemphasis on product marketing.",Be the first to find this review helpful
2446,63,"Good cultural values, low levels of politics","Jul 26, 2017 - Business Development Representative in New York, NY",4.0,"Pay, time off, ethics and way coworkers and managers treat each other is all good. Treated like adults, managed by outcome vs micromanaged.","Long hours, unending change in process and territories. Super aggressive timelines mean we don't usually get to do our best work.",Be the first to find this review helpful
2447,64,Some orgs are better than others,"Nov 13, 2017 - Anonymous Employee",4.0,Great benefits Competitive salary Give back to community,"Success really depends on the leadership of your org. Some leaders are authoritative but lack empathy. Extroverted personalities tend to be rewarded while introverts tend to be ""managed out"" or bullied. Work/Life balance suffers occasionally.",1 person found this review helpful
2448,65,Great Company!,"Feb 23, 2018 - Account Executive in Chicago, IL",4.0,"Top sales talent here...You're basically getting a ""master's in sales"" degree. Our CEO was a salesperson, hence our culture is all about the sales teams!","Very high pressure environment. Sales people respect the craft, so you need to be sharp and heavily detailed. Do not expect to coast here.",2 people found this review helpful
2449,66,AE,"May 19, 2018 - Anonymous Employee",3.0,Good culture Great people to work with Good for your resume Good Benefits,Low pay compared to other software companies Territories are very small and managers give best ones to the people they like Need to be in the office everyday Feels like a cult at times,4 people found this review helpful
2450,67,"Sales ""Leadership"" is Poor - Ohana is BS in sales","Aug 22, 2018 - Account Executive in San Francisco, CA",1.0,"The base salary is decent, though don't count on making your number. Geared to younger employees that are happy making base salary.","Favoritism by management. Accounts are hand selected so that favorites make their number while others are given ""whitespace"" accounts that don't buy. Marketing cloud is selling while service cloud is floundering.",15 people found this review helpful
2451,68,Architect,"Sep 12, 2018 - Architect in San Francisco, CA",4.0,Salesforce is extremely well executed like clock runs and benefits are awesome.,"It is so disciplined that it is difficult to find time for brain storming, need to keep everything predictable and get results, little research investment.",1 person found this review helpful
2452,69,IT,"Aug 5, 2019 - Anonymous Employee",3.0,"Great benefits, maternity, PTO & insurance coverage.","Not really seeing much equality at least for my team. Focus is always on HQ folks or team members located in same office with manager. No matter how much hardwork, time, effort & success stories long serving regional folks have, promotions & opportunities always go to HQ & new hires.",2 people found this review helpful
2453,70,high pressure deadlines,"Nov 5, 2014 - TechOps Engineer in San Mateo, CA",3.0,good salary & benefits. upbeat and friendly folks.,high pressure and crazy deadlines,Be the first to find this review helpful
2454,71,Good enterprise company to work for,"Nov 3, 2014 -",4.0,"compensation, benefit, different cultures in office, can internal transfer to other teams",functional teams are huge and everyone's role is very specific/limited to one particular area. work gets boring over time,Be the first to find this review helpful
2455,72,Unorganized,"Oct 28, 2014 - Sales Representative in New York, NY",2.0,"none,,, they had an account that had to new but had no xcue on energy",nobodyknew what they were doing .. from HR to the so called sales manager/supervisors,4 people found this review helpful
2456,73,"Freedom, choice, innovation","Oct 18, 2014 - Associate Member of Technical Staff (Software Development Engineer) in San Francisco, CA",4.0,"Salesforce is your friend when you work here. I've had two managers so far and both are there only to help me out and help me grow. It's very open in many ways, such as - It's easy to get a hold of other teams and communicate. - Your teammates will be open to your crazy ideas. - Freedom to work on your own projects and switch teams","Getting started is still rough. Weeks of training, setting up your computer, waiting for other people to give you access to resources you need, and finding out information about anything is tough. We use chatter and google docs to keep track of random information like where to get a company phone or what API to use for integration with such and such. But both resources are a conglomeration of obsolete and inapplicable information. While we do pride ourselves on having an open culture, it isn't necessarily a very exciting, friendly or personal culture. You're generally free to do what you like, but many (maybe most) teams don't go to lunch together and aren't friends with each other. They just have small talk and do what it takes to get the job done well. Since your team is who you're with all day and who you talk to most of the time, it's kind of important. I wish it was the other way around, where my team was wanted to talk too much and spend more time hanging out than I did. The employees are kind of old here, so it's just not what I'm used to I suppose. Also, spoiled as I already am here, I will always be jealous of companies that have free cafeterias because I can't cook.",5 people found this review helpful
2457,74,Best Sales Training I have ever had,"Oct 29, 2014 - Account Executive - Small/Medium Business (SMB)",3.0,"The company takes training extremely seriously and within the first 3-6 months you will be given an absolute crash course in Sales Training and modern SaaS selling techniques. Most of the people are fantastic, the benefits are great. If you get the right territory you will make a lot more money than your peers. Things are constantly changing and there are always opportunities to move around in the organization. Salesforce is definitely the best product in the industry for CRM.","The Culture in the Chicago office took a nose dive this year. With fast growth a lot of the wrong people were promoted to leadership positions and have sucked some of the life out of the organization. (On the plus side things move fast so they probably wont be in those roles for too much longer). Their is also a clear political path to success, be liked by the group that is running the show and you will be rewarded with a greater share of the potential sources of commission compared to your peers (There is a loosely defined territory policy which can either be a huge benefit or detriment to your career). The downside is that it appears most of the ""have's"" already have been selected.",2 people found this review helpful
2458,75,Great entry level opportunities. Burn and low pay relative to other cities.,"Nov 1, 2014 - Business Development Manager in Indianapolis, IN",2.0,"Loved working in teams, great culture and work space.",Moved to Indy from Ann Arbor. Indy was not too exciting and little other tech employers. My partner and I ended up with great jobs in Chicago with much better pay and benefits.,1 person found this review helpful
2459,76,High earnings potential with the sacrifice of life balance.,"Oct 28, 2014 - Strategic Account Executive in San Francisco, CA",4.0,"High Energy and Growth. I joined when they had 7000 employees and left 2 years later when they had 12,000. I love their 1::1:1 program which Marc B is completely committed to and uses every chance he gets to promote. The company is well respected and constantly developing or buying new products. If you get the right accounts and manager support you can make a ton of $$$. I personally know a handful of people who made 7 figures.",Your success in sales is highly dependent on your patch(account base) which is hard to predict coming in the front door. The intensity of the company is great but the work/life balance if off as the demands of the job creep into all aspects of your life. Sales quotas go up every year and territories decrease which can be hard to keep up with. The product offering is getting more and more complicated and hard to keep up with. Management changes all the time as I had four managers in a span of 18 months. Their product offering while extensive does not do well in certain verticals so make sure your accounts are in those good verticals. The core CRM product is too complicated and not intuitive as they make it seem.,1 person found this review helpful
2460,77,Great company to add to your resume,"Oct 13, 2014 - Anonymous Employee",2.0,"All the benefits you could imagine are available to you. You'll work with really smart, competitive people. You will probably do the best work of your career at Salesforce.com. You will build a network of amazing colleagues, and you will experience projects, processes, and work that is absolutely the cutting edge. If possible to work in San Francisco, that's the best place where all the really great things about Salesforce.com come together.","After 3 years you will be burned out and no further ahead in your career. If you find you are not burned out, congratulations! You are among the super-humans who can handle working 60 hours a week, playing politics, and working in a whirlwind environment. You know who you are - you run triathalons and scale mountains! If, however, you wish to have a balance in life, after 3 years you will start to look elsewhere for your next career move. Having Salesforce.com on your resume will open many doors for you, so you can take your career in any direction - start-up, mid-sized company, start out on your own, large company - you name it! So go ahead, take that job at Salesforce.com, just know it's a step in the right direction toward where you really want to be!",12 people found this review helpful
2461,78,"Salesforce was a great company until 2 years ago. Now its turning more into legacy, bureaucracy kind of a company","Oct 22, 2014 - Anonymous Employee",2.0,"open culture, open opportunities, flexibility, work-life balance","Things have changed now since 2 years or so.. lots of bureaucracy, heir achy politics at grass root level.. no more an innovative and open kind of culture, its turning more into legacy kind of companies. If you think you can thrive in such an environment this is the place !",5 people found this review helpful
2462,79,Excellent place for continous learning,"Oct 27, 2014 - Senior Sales Engineer in South San Francisco, CA",4.0,"Smart employees, interesting work, great products, high standards for those that work here.",Not a lot of HR and employee support. Lots of department silo's and duplicate functions in different groups.,Be the first to find this review helpful
2463,80,Awesome product and peers -- horrible managers,"Oct 21, 2014 - Senior Manager in San Francisco, CA",2.0,"The product is wonderful and Salesforce uses it heavily internally. you're fully immersed in the Salesforce ecosystem and it's easy to understand why customers love the product so much. There is great drive to get things done and deliver. Salesforce scales in some really interesting ways and there is no shortage of challenges to dig into and learn from. With all the growth, it is constantly abuzz with activity and it can be exciting.","People management is very bad... There is massive title inflation. 0-1 year of experience managing people marks most directors, and even many senior directors. There is a serious problem of cronyism in many departments. VPs promote who they want, when they want irrespective of team feedback or even despite what are believed to be established policies. VP-level leadership exhibits schizophrenic decision making, CYA behaviors and abrasive comportment. This makes for highly stressful working environments and is a key cause of the well-known burnout at Salesforce. Many leaders at Salesforce have never done a job this big before which can lend to insecurity and erratic or absent decision making. Reorganizations are painfully frequent which also promotes insecurity & stress.",6 people found this review helpful
2464,81,Good old boy network,"Nov 6, 2014 - Sales",1.0,"If you are 20-something and looking to get started, Salesforce is probably a great place to started or better yet, Pardot which was acquired by Salesforce is even better. The culture is young and hip, not corporate at all.",Quotas are unattainable. They are peanut butter spread with complete disregard as to what the opportunity is in the territory. The culture is not corporate at all-if you expect management to behave like adults then you need to look elsewhere. It is getting to be more like Oracle every day. No one cares about the customer or the employee.,13 people found this review helpful
2465,82,"Great products, great people but growth is goal #1!","Sep 23, 2014 - Account Executive in Chicago, IL",3.0,Working for salesforce you have the opportunity to sell products that ultimately can transform an organization. Their flagship products such as sales cloud and service cloud are both highly regarded by analysts and customers. Great benefits and lots of perks.,"Have you ever felt like just a number to a company? Well once you start your job at salesforce you become just one of the many thousands of AEs they have hired. You will be given a territory that will ultimately dictate how well you perform. Some AEs are given 2-3 territories while others are given just one. Regardless of your territory, you will have the exact same quota as those with larger ones. Its a numbers game to management. Your manager will want 2-3 of his or her AEs to do really well while everyone else struggles. You will have a monthly quota, your manager will be tasked with grinding you every month for every last dollar possible you can bring in. Not to mention 3 quarter ends and 1 year end, which many managers make you feel like the world is ending thereafter. Forget about a vacation at month end, quarter end or god forbid you have to miss January 31st.",15 people found this review helpful
2466,83,Great culture and company,"Oct 5, 2014 - Account Coordinator in Indianapolis, IN",5.0,Great culture and innovation happens daily. The company cares about you and your growth.,Work life balance can sometimes be a challenge.,1 person found this review helpful
2467,84,Morphing into Oracle - Not a good thing,"Sep 28, 2014 - Sales Engineer in New York, NY",3.0,Great products. Great Customers. Great CEO and vision. Great comp and perks.,"Work-Life balance is very difficult to achieve in Sales organization. Constantly changing management with lots of Oracle culture seeping into Salesforce and it's not good. I feel like I'm back at Oracle now - not fun. This was not the case when I joined Salesforce 3 years ago. Many Oracle managers have not embraced the Salesforce culture, and have increased demands on sales performance, micro-managing, excess administrivia. The workload has increased with staffing not keeping pace. Over-sized workload is contributing to employee burn-out and compromising performance. And it's getting worse. Nothing matters but $$$ to most managers hired from Oracle. Loved the company when I started but my opinion has soured over the last 1-2 years.",12 people found this review helpful
2468,85,Great company with great people!,"Oct 4, 2014 - Senior Account Executive in San Francisco, CA",5.0,"Salary, benefits, very innovative company, stock benefits, great people, solid managers, Dreamforce",Territories are shrinking. Moving up doesn't guarantee higher OTE. Not a lot of flexibility around working from home,1 person found this review helpful
2469,86,Current Employee,"Oct 7, 2014 - Solution Architect in Chicago, IL",5.0,Fantastic vision from the CEO,Growing pains as they transition to larger company,Be the first to find this review helpful
2470,87,Empty canvas in Latin America,"Oct 11, 2014 - Sales Engineer in Miami, FL",4.0,Excellent product and training program.,"Lack of structured offices in the region, what makes the client life harder.",3 people found this review helpful
2471,88,AE,"Sep 26, 2014 -",5.0,Good company. Great pay. Great benefits. Awesome products.,Fast moving. Lots of change.,2 people found this review helpful
2472,89,Work Hard / Play Hard,"Oct 14, 2014 - Account Executive in New York, NY",4.0,"- Incredibly innovative company - Benioff sees what the customer needs and delivers the products to keep creating value - Solid technologies to sell and a good variety to offer customers - Talented and fun team of co-workers - Great internal support from marketing, pre-sales, operations, etc - 1-1-1 giving back program is awesome - Ecosystem of salesforce allows you to present many offerings to your customers",- Monthly cadence can be a challenge - Territories can be tight,1 person found this review helpful
2473,90,Software Engineer,"Apr 18, 2018 - Senior Software Engineer in Indianapolis, IN",2.0,"Great benefits, good bonus, good time off",Converting the QA employees in to Developers. Requiring QA to do both Develpment work and QA,11 people found this review helpful
2474,91,"Good place, lives up to hype","Jan 27, 2019 - Anonymous Employee",4.0,"Benefits, Resume Building, Seemingly good people","Tough gig in product sales, you really don't control the account and can be de-prioritized if the Core AE is working to close a deal. A lot of ""hold off on reaching out, I'm trying to get this (insert other product) deal done this quarter"".",1 person found this review helpful
2475,92,"Once-Great, In Troubled Waters","Aug 22, 2019 - Sales Engineer",3.0,"Company culture, decent technology, growth.",Diminishing respect for Sales Engineering Profession. Less compelling career opportunities. Lagging customer success. Overly aggressive sales culture. Low-quality account executives.,11 people found this review helpful
2476,93,Great product but not a great place for consultants,"Aug 16, 2010 - Principal Consultant in Chicago, IL",4.0,Great product Great people Experienced Managers Great overall package/incentives,Factory feel to services No stock options to PS No effort on work/life balance No room for growth,Be the first to find this review helpful
2477,94,Overall it's a good company to work,"May 25, 2014 - UI Designer in San Francisco, CA",3.0,"Flexible working hours, get to work on some fun projects.",Nobody cares for designs other than the designers themselves. Management just want to get stuff out and don't care much about the quality of the product.,2 people found this review helpful
2478,95,Knows how to lead the industry,"Jun 8, 2014 -",4.0,Compensation and benefits on par. Decent culture. Knows how to keep their #1 spot in the sector and the go-to name in the industry.,Not as attractive as other options down in the Valley...just a sign of changing times. Getting bloated. Ego among the senior ranks.,2 people found this review helpful
2479,96,"Sales: ""You are as good as your last month""","Jan 13, 2016 - Anonymous Employee",3.0,"Great smart people, good benefits. I loved the excitement that everyone generated about the mission and goals.",Monthly closing of books created an environment of not being able to be more strategic within the group. Lots of politics at the Sr. Sales level and internal channel conflict driven by the compensation structure.,Be the first to find this review helpful
2480,97,IT,"Feb 18, 2016 - Anonymous Employee",3.0,"Overall, great department. lots of work, great staff, to much food and snacks","lots of food is wasted, management style is not good. Too much micro-management, it seems like they do not trust their staff. No career path defined.",Be the first to find this review helpful
2481,98,Great Place to Work!,"May 15, 2016 - Associate Technical Writer in San Francisco, CA",4.0,Deep commitment to keeping employees healthy and happy. Impressive drive to be on the cutting edge.,"Technical debt is building up, and scaling has become difficult since the business is doing so well. Communication between departments is rough sometimes.",1 person found this review helpful
2482,99,"Cool work life balance, No free lunch or dinner","Aug 30, 2016 - Associate Member of Technical Staff in San Francisco, CA",3.0,"Work is good, people are friendly","You don't get free lunch or dinner, unlike many other companies in proximity. Google, Facebook, Twitter, Uber are just a few to name.",2 people found this review helpful
2483,100,Diverse,"Aug 1, 2017 - Anonymous Employee",4.0,"Fast paced work environment, but plenty of flexibility. Great culture, benefits and work environement","This organization is not immune to the usual corporate politics. Not enough diversity in the organization, even though they highlight diversity as one of their strengths. Once you get passed the Manager roles, the percentage of non-white Directors and drops drastically",Be the first to find this review helpful
