,タイトル,タイトルリンク,w-440,article_answer,ml-5,button,button1,button2,article_asideRight,button3,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1
67,サポートエンジニア、在籍3年未満、退社済み(2020年以降)、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0tSI,組織体制・企業文化,"報道にもあるとおり、急激に社員数を増やしており、組織の状況は刻一刻と変化している。
会社の規模は大きいがスピードも非常にはやいため、日本の大企業とベンチャーと外資のカルチャーが入り混じったような印象。
全体的にベンチャーのような熱気があり、人によっては暑苦しさを感じるかもしれない。コンサル会社と比べるとドライさはあまりない。
外資らしく成果は数値管理されており、業務ではSalesforceを含めたクラウドツールを用いていて、非常に効率的。
独特で強力な企業文化があるため、カルチャーマッチは慎重に見極めた方がギャップは少ない。",4.3,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D1,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D1,2022年05月21日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0tSI&qco=1,,,,,,,
68,サポートエンジニア、在籍3年未満、退社済み(2020年以降)、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0tSI,入社理由と入社後ギャップ,"入社を決めた理由：
働きがいのある企業として高く評価されているため興味があった。
CRMというシステムについて、エンジニアとしても関心があった。
サポートの経験が自分の目指すキャリアに必要だと思った。

「入社理由の妥当性」と「認識しておくべき事」：
妥当性はあった。
認識しておくべきこととしては、当然、自分が就く職種に関する一般的な情報は事前によく調べておいた方がギャップは少ない。
会社としては働きがいのある場所かもしれないが、サポートという業務に強く働きがいを感じられるかは人によるところが大きく、向き不向きがある。
それでも、世間一般のテクニカルサポート業務に比べれば、やりがいは感じられやすい環境と思われる。
あとはCRMをどれだけ好きになれるかも重要だと感じる。日本企業向けの対応のため、英語を使用する機会は限られる。",4.3,GOOD！2,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D3,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D3,2022年05月21日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0tSI&qco=3,,,,,,,
69,サポートエンジニア、在籍3年未満、退社済み(2020年以降)、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0tSI,働きがい・成長,"働きがい：
サポートとしての働きがいは、お客さまに直接感謝されることにあると思う。
ただし、製品が高価なこともあり、サポートに求められる品質は極めて高く、顧客や上司からのプレッシャーも大きい。
チームワークは優れているので、リモートでも孤独感は感じにくい。
業務に慣れてから、日々の終わりない問い合わせ対応の中で、どのように成長の実感を保てるかはモチベーションの維持に深く関わる。
この点については、自分の中でキャリアの方向性を見失わないことが重要。

成長・キャリア開発：
サポートは限られた営業時間の中で高品質な対応を心がけながら、大量の問い合わせを捌く気概と胆力が必要。
タイムマネジメントやチーム連携、顧客折衝、高いプレッシャーの中でのハイパフォーマンスの維持などの能力を伸ばしたい人には向いている。
研修など、技術面でのキャリア開発機会は多いため、SalesforceやCRMのエキスパートを目指したいのであれば、最高の環境。
プロモーションについては、政治的な立ち回りも含めてかなりの頑張りが必要だと感じる。数年単位で社内異動していくことも可能。
自分の方向性を見定めて、それをうまく上司と擦り合わせられると、いい結果が得られるかもしれない。",4.3,GOOD！1,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D4,2022年05月21日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0tSI&qco=4,,,,,,,
70,サポートエンジニア、在籍3年未満、退社済み(2020年以降)、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0tSI,退職検討理由,"自分の今後のキャリアに必要なものを最低限、身につけることができたため。また、他社から魅力的なオファーがあったため。
サポート業務を継続する気持ちを維持できなかった。また、CRMという製品について、エンジニアとしてこれ以上知見を深めたいとも思えなかった。
KPIを達成しつつも、社内で今後取り組んでいきたいことを見いだせなかったため、転職を検討した。
また、今後のキャリアプランについて、マネジメントからのフォローもなかった。
結果的に、自分だけで考え、自分で行動し、自分で結論を出した。",4.3,GOOD！2,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D8,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0tSI%26qco%3D8,2022年05月21日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0tSI&qco=8,,,,,,,
71,営業、在籍3～5年、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0q3e,働きがい・成長,"働きがい：
Ohana文化が広まっており、オープンなコミュニケーションの中で働く中で困っていることやより達成したいことに対する相互支援が詰まっており、助ける側になっても助けられる側になっても働きがいを感じられる環境にあります。直接的な支援だけではなく、日々の業務を自社ソリューション上で行っていてその一つ一つのログやコミュニケーションが社内の共有ノウハウとして残るので、間接的に日々さまざまなチームメイトや過去の先輩方の知見を吸収でき、また自分の日々の働きも他者に対して間接的に助けになっていると感じます。また、ソリューション自体が抜群に良く自社活用でその良さも体感しているので、その魅力を世の中に広く伝えられるのは社会に対して貢献していると非常に実感を持てますので、それも働きがいを押し上げる大事な要素になっていると感じます。",5.0,GOOD！1,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0q3e%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0q3e%26qco%3D4,2022年05月17日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0q3e&qco=4,,,,,,,
72,SD、営業、SDR、在籍3年未満、現職（回答時）、新卒入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0npb,入社理由と入社後ギャップ,"入社を決めた理由：
大きく分けて2点ある。
一点目は、年齢関係なく、実力次第でキャリアを切り開いていけるチャンスがある点が魅力だと感じたから。
二点目は、世界トップクラスの営業ノウハウがあると思い、ビジネスの基礎を営業を通して身につけられると感じたから。

「入社理由の妥当性」と「認識しておくべき事」：
インサイドセールスにおいては、どれだけ残業して電話やメールの数を担保できるかが成果に直結するためそれなりの覚悟が必要だと思う。
もちろん営業成績上位者の中でも、工夫を凝らしながら、効率よく成果を残してる人もいる。
しかしながら8割の成績上位者はとにかく残業しまくって成果を残しているのが現状。",4.8,GOOD！0,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0npb%26qco%3D3,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0npb%26qco%3D3,2022年05月14日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0npb&qco=3,,,,,,,
73,SD、営業、SDR、在籍3年未満、現職（回答時）、新卒入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0npb,働きがい・成長,"働きがい：
成果を残せば、目に見えて給料という形で還元されるため、非常に働きがいはある。
また、社内の士気も高く優秀な人が多く素晴らしい環境なので、業務に不満がなければ働きがいを感じながら仕事に打ち込めると思う。

成長・キャリア開発：
インサイドセールス内から外勤営業まで育て上げるという社内の明確なキャリアパスがある。そのため、インサイドセールス時代から外勤営業になるまでにどのようなスキルが必要か逆算しながら自己研鑽を積めば、キャリアを形成するにあたり有意義な成長環境になると思う。",4.8,GOOD！1,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0npb%26qco%3D4,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0npb%26qco%3D4,2022年05月14日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0npb&qco=4,,,,,,,
74,バックオフィス、在籍3年未満、現職（回答時）、中途入社、女性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0l15,組織体制・企業文化,"trust, customer success, innovation, equality, and sustainabilityをCore valuesに掲げていて、非常に風通しがよく社歴・年齢・役職などの属性を問わず自由に意見を言うことができ、いい辛さも無い。高成長を続けているからこそ、変化も多くそのスピードもはやいので、それを楽しめる人が多い印象。組織が大きいのでチームによっては忙しさや環境が違う場合がある。ワークライフバランスは残念ながら悪い人が多い印象で、長い時間働ける人が活躍し働き続けている印象を受ける。ただし会社としては有給取得やボランティア休暇を取得は推進している。福利厚生も充実しており社員の健康を大切にしているという本社のメッセージは感じ取れる。営業部門に比べてバックオフィス部門は給与が低く不透明な評価制度により昇進の判断が不公平なことも多々あるため、それを理由にした退職者も多い印象を受ける。日本法人は本社で開発している製品の販売をすることを目的としているため、製品開発や独自の取り組みをすることが難しい面があり、人によってはつまらないと感じる可能性がある。営業を極めたい人には最適な会社。",3.5,GOOD！2,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0l15%26qco%3D1,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0l15%26qco%3D1,2022年05月10日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0l15&qco=1,,,,,,,
75,SDR、在籍3年未満、退社済み(2020年以降)、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0kaE,ワーク・ライフ・バランス,内勤営業、外観営業問わず、ノルマが非常に厳しい。フレックスや在宅勤務を謳っているが、実際には家でも土日でも資料作りや顧客リストの精査(見込み作り)をしないと達成出来ない。みなし残業が30時間入っているが、皆確実にそれ以上は業務を行っている。しかし45時間以上の残業申請は暗黙の了解でしてはいけないようになっている。仕事のログは全て社内のシステムに残っているのにも関わらず、ES(employee success)部含め、みな見て見ぬふりをしている。また、半年に一度モチベーションクラウド(外部会社委託の社内改善評価アンケート)を実施しているが、上述のような状況なので、会社の制度や仕事内容、成長実感などの評価が低くなっている。評価が高いのは、会社の綺麗さや福利厚生などだけである。毎回このようなアンケート結果だが、上司はチームミーティングを開いて匿名で結果を公表し、メンバーに「だったらどのように改善すれば良いのか？」を聞いてくる。会社の制度的な部分やそもそもの仕事内容への不満な部分が多いため、メンバー感で良いアイデアが出るわけもない。,3.4,GOOD！12,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0kaE%26qco%3D6,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0kaE%26qco%3D6,2022年05月10日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0kaE&qco=6,,,,,,,
76,エンジニア、在籍5～10年、現職（回答時）、中途入社、男性、セールスフォース・ジャパン（旧：セールスフォース・ドットコム）,https://www.vorkers.com/user_answer.php?vid=a0A2x00000B0kIy,組織体制・企業文化,"お客様、パートナー企業様だけではなく、従業員もととても大切にしています。
パフォーマンスを出すことが重要視され、ハードな仕事ではありますが結果を出せばその分見返りもあり、ワークライフバランスを保つには適切な会社だと思います。
結果をだしキャリアを伸ばしたい人はどんどん伸ばすことができ、そうではない方でも自身の居場所を作ることができ、柔軟なキャリアを築くことができます。
ただし、優秀な人材が多いため、人によってはその比較で悩んでしまうことがあるかもしれません。",5.0,GOOD！1,https://twitter.com/share?url=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0kIy%26qco%3D1,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.vorkers.com%2Fone_answer.php%3Fvid%3Da0A2x00000B0kIy%26qco%3D1,2022年05月10日,https://www.vorkers.com/one_answer.php?vid=a0A2x00000B0kIy&qco=1,,,,,,,
77,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.7,勤務時間・休日休暇:ワークライフバランスをとるかどうかは自分次第。ベースとなる勤務時間は9：00－18：00だが、コアタイムのないスーパーフレックス。そのため、自分でコントロールする必要あり。ただ、自己学習、資料作成、顧客調査、それぞれやらなければならないことが多く、業務時間以外に勉強時間の確保が必要。勉強時間を勤務時間内に作ることができればよいが、顧客対応と商談を進めるための調査、社内ミーティング等で業務時間外になることがほとんど。どこかで割り切って、やることとやらないことを決めていけばワークライフバランスはとれるが、全てやろうとすると毎日深夜まで仕事しても終わらず休日も仕事に追われ、バランスを崩す。精神的に図太くない人はなかなか割り切れず、自分を追い込んでオーバーワークになり、体調を崩しがち。自分のコントロール次第。多様な働き方支援:リモートワークは部署次第。フルでリモートの部署もあれば、週1～2で出勤という部署もある。ただ、家庭の事情等は考慮してもらえるため、無理に強制的に出社させられることはない。スーパーフレックスのため、家庭の都合で子供を保育園に送ってから出社するため、朝の開始を遅らせる、迎えに行くので早帰りする等は調整可能。,2022年03月 6日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6885621&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6885621/
78,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.7,勤務時間・休日休暇:ワークライフバランスを保てるかどうかは自分次第。強制的に残業や休日の仕事を強いられることはない。ただし、慣れないうちは1個1個の作業に非常に時間がかかり、仕事が全く進まず、結果的に深夜や休日も仕事をせざるを得ない。慣れたら自分の裁量で仕事を早く終わらせ、しっかり休むことができるようになるのかと思うが、ベテラン、マネージャーを見ても深夜でもステータスがほぼ毎日オンライン。ワーカーホリック多数という印象。時間内は顧客対応と社内会議、時間外に社内で飛び交っている情報の確認、勉強、顧客調査、提案資料作成というスケジュール。これらが深夜で収まらないと休日に残りを対応。多様な働き方支援:コロナ期間中は完全リモートワーク。顧客対応で出勤せざるを得ない場合は承認制。移動手段はタクシーまたは自家用車で、公共交通機関利用不可。コロナ後は公共交通機関は当然利用可になるが、週1～2で出勤、その他リモートというシフトになると予想。成果主義で勤務時間に対する拘束は非常に緩いため、子供の保育園の送り迎えを業務時間に対応することも可能。ただし時間内に業務を全て終えることはほぼ不可能なため、その分早朝、深夜、休日に仕事をしている人多数。,2021年02月23日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5702486&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5702486/
79,男性/ Solution Engineer/ 現職（回答時）/ 中途入社/ 在籍3～5年/ 正社員/ SE本部/ SE,https://en-hyouban.com/company/10025403019/user_kuchikomi/3085779/,,,,,,,,,年収・給与,5.0,給与制度:提示される想定年収の8割が固定給で残り2割がインセンティブインセンティブは四半期ごとに支払われる。インセンティブの計算は個人の数字よりも、Japan全体の数字による影響が大きいため、良くも悪くも、当初提示された想定年収とほぼ同じか、それ以上がもらえる。当初の想定を大きく変えた額が貰えることは少ないが、当初想定を下回ることもない。評価制度:年に2度昇格のチャンスがある。前提として個人の目標を達成していることは重要な判断基準になり、達成していなければそもそも昇格候補者にならない。達成している人の中で、その他の活動も加味して貢献度の高い人や、提案の質の高い人が昇格する。昇格とは別に昇給もあり、昇給は年に1度のチャンスがある。昇給は普通に活動していればできるもので、大体年に3〜5%くらい給与が上がる。もともと比較的に給与の高い会社なので、仮に前年1000万であれば、翌年は昇格しなくても年収が50万上がる。,2020年11月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5501522&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5501522/
80,男性/ 6903/ 現職（回答時）/ 中途入社/ 在籍6～10年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3264724/,,,,,,,,,企業カルチャー・組織体制,4.9,企業カルチャー・社風:カスタマーサクセスを打ち出しており、導入後も運用をサポートする部門が支援する社員やステークホルダーをオハナ（家族）と呼んで大切にする文化がありファミリーデー（家族参加イベント）などもある組織体制・コミュニケーション:社内SNSで副社長から一般社員までコミュニケーションできる文化がある。海外へのメッセージも可能。メールのように堅い挨拶文がいらないので目的に合わせたシンプルなメッセージでフラットにやりとりできる。ダイバーシティ・多様性:常に強化しておりトレーニングも毎年行われるクレーム窓口もオープンに案内されている役員の女性登用もある,2021年04月 8日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5780749&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5780749/
81,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,,,,,,,,,福利厚生・オフィス環境,5.0,福利厚生:オフィス内のカフェテリアは充実している。エスプレッソマシンは自動であるが、豆もそれ専用の焙煎が行われたものが鮮度よく補充されるので、なかなかこのクオリティの味は本格的な店でも味わえないと思う。食べ物も当初はお菓子が多かったが、従業員の声を受けて、ドライフルーツや果物、ナッツ、ヨーグルトなどがヘルシーなものが提供されるようになり、どれくらいのコストがかかっているのか不安になることもある。外資系で一般的なESPPやRSUもあり株価が上がっている現時点では給与以外の資産形成の助けになっている。オフィス環境:増える従業員に対してスペースが足りていないので、フリーデスクが一般的。会議室は結構な数があるが足りていない。オフィス家具はしっかり投資されていて、アーロンチェアやスタンドアップデスクは長時間仕事をする身としては非常にありがたい。,2020年06月 2日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5121203&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5121203/
82,女性/ アカウントエグゼクティブ/ 退職済み（2022年）/ 中途入社/ 在籍3～5年/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3518041/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,2.8,勤務時間・休日休暇:ワークライフバランスは、アカウントエグゼクティブをしている限りはない。達成したければ毎日23時以降や夜中まで働き、土日も仕事、一日中9時から19時まで5件ほどアポを組めと言われる。アポがあまり入っていないと、カレンダーのスクショを会社に公開されて晒しものにされたりもある。もちろん資料作りはそれ以降に行う。コマーシャル営業はそれに加えてお客様のシステム構築をさせられる。多様な働き方支援:リモート可能しかし、コマーシャルは最近出社義務になってきている早帰りも可能家から仕事していいよということ。副業はOKです。,2022年02月28日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6858719&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6858719/
83,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3210333/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.7,勤務時間・休日休暇:ワークライフバランスを取るかどうかは自分次第。ベースとなる勤務時間は9：00-18：00だが、コアタイムのないスーパーフレックス。そのため、自分でコントロールする必要有。ただ、覚えなければならないことが多く、業務時間以外に勉強時間の確保が必要。勉強時間を勤務時間内に作ることができればよいが、顧客対応と商談を進めるための社内ミーティング等で勤務時間外になることがほとんど。どこかで割り切って、やることとやらないことを決めていけばワークライフバランスは取れるが、全てやろうとすると毎日深夜まで仕事しても終わらず休日も仕事に追われ、バランスを崩す。精神的に図太くない人はなかなか割り切れず、自分を追い込んでオーバーワークになり、体調を崩しがち。自分のコントロール次第。,2021年09月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6180615&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6180615/
84,男性/ 営業/ 現職（回答時）/ 新卒入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3405797/,,,,,,,,,企業カルチャー・組織体制,5.0,企業カルチャー・社風:カルチャーは外資に似合わず周りの人と協業や協力して仕事をする助け合いの要素があるように感じています。評価は一部実力主義のところもありますが、成績をしっかり残していればそれなりの見返しもありますし、成績をあげるための仕組みもある程度整備されているところがあります。ダイバーシティ・多様性:ダイバーシティを非常に重視している会社だと思います。男女比はだいたい同じくらいで、女性の活躍も数多く用意されています。ワークスタイルに関しても、オフィスに出社するのが当たり前という固定観念はなく、効率的な働き方ができる限りにおいては、在宅や出先のカフェで仕事をするなどが選択できます。,2021年06月30日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5974008&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5974008/
85,男性/ カスタマーサクセス/ 現職（回答時）/ 中途入社/ 在籍11～15年/ 正社員/ ディレクター,https://en-hyouban.com/company/10025403019/user_kuchikomi/2430781/,,,,,,,,,年収・給与,5.0,給与制度:ベース＋インセンティブが基本営業はベース低めだが個人目標に対する成果によってインセンティブが大きく変動するので、売れる営業は年齢関係なく高い給料を得ることができ、昇進もしていく。営業以外は基本、チーム目標の達成に応じてインセンティブが変動するので、そこまで大きな給与の振れはない。バックオフィス系は全社の業績により原資が決定され、マネージャーによるプロセス評価でボーナスが決まる。評価制度:基本、実力主義が徹底されていると思います。ここ数年でかなり人が増えていますが、給料高いけど実力は。。。な人は少なくとも自分の周りには見かけません。,2022年06月27日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7382995&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7382995/
86,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4241760/,,,,,,,,,福利厚生・オフィス環境,3.8,オフィス環境:2022年年度より新しいオフィスに移転しました。大手町の日本生命丸の内ガーデンタワーを間借りした全フロア対応となっています。カフェスペースや空間を意識したコラボレーションスペース、スタンディングデスクや質の高いオフィスチェアを完備した執務室など、非常に仕事に集中しやすい環境です。スナックやドリンクは完備していますので、小腹が空いてもカバーできます。在宅ワークでの勤務もできますので、気分転換で使い分けて利用も可能です。お客様を訪問するための和室スペースや百人規模の会議室など幅広く用意しているだけでなく、一人用の会議室もあるので、周りの音に囚われずに業務を行いたい場合にも利用可能です。,2022年05月23日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7214100&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7214100/
87,男性/ account executive/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3616498/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.5,勤務時間・休日休暇:提案など立て込むと非常に忙しくなる。ワークライフバランスをとるために意識的に調整をしていく事が必要。休暇については、初年度20日の有給休暇と数日の傷病休暇が利用可能。夏期休暇などは有給休暇から捻出して自由に取る形。休めるなら休むし、そうでない時は働くといった形。多様な働き方支援:フルリモートで勤務できる。早帰りも問題なく出来る。仕事の量が多いので、いかに効率よく進めるかは必須で、そのための環境面での支援は充実している。副業は不明だが周りで副業している人は見た事がない。,2021年10月 4日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6281132&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6281132/
88,男性/ Solution Engineer/ 現職（回答時）/ 新卒入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4145645/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇:新卒入社は色々勉強しないといけないので、就業後でも勉強に時間を当てることが多いと思うが、経験を積み重ねるにつれて、個人のワークライフバランスを保ちやすい環境だと思う。有給休暇に関して、申請の手続きはそこまで煩わしくなく、マネージャーも快く承諾してくださることが多いというイメージ。多様な働き方支援:リモートワークは現在の主流の働き方になっている。もちろん、出社願望の人なら、事前申請して、会社で仕事することもできる。部門にはよるが、自分の担当する仕事が終了したら、出社の時間は自由に調整することができる。,2022年03月18日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6939201&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6939201/
89,女性/ アカウントパートナー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4513158/,,,,,,,,,企業カルチャー・組織体制,4.6,企業カルチャー・社風:オハナ、みんな家族という考え方で社員だけでなく家族やパートナー、お客様、地域をステークホルダーと考えて世界を良くしていこうと言った考え方組織体制・コミュニケーション:Slackで会話をする。あとはセールスフォース上のチャターでも会話する。情報を共有するカルチャー、文化、カルチャーがある。ダイバーシティ・多様性:国籍や人種はさまざまなで、みんなを受け入れているカルチャー。またしょうがいしゃ採用もしており、そのようなとくていのポジションもある。,2022年06月12日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7308856&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7308856/
90,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3464539/,,,,,,,,,福利厚生・オフィス環境,4.9,福利厚生:外資のため住宅補助は無いが、不妊治療のための補助金、毎月1万円の健康投資補助金など特徴的な福利厚生がいくつかある。オフィス環境:テレワークを基本とする方針が決められた2020年3〜4月頃、自宅環境を整えるための補助金が支給される(＆ヘッドセットやモバイルルーターなど基本のファシリティは別途与えられる)など、手厚いなと思った。現状その補助で自宅環境も仕事はしやすいが、やはりオフィスの充実度も大きな魅力の一つである。軽食スペースや様々なレイアウトのデスクで気持ちを切り替えながら集中して仕事ができる。,2021年07月27日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6058772&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6058772/
91,男性/ 一般社員/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ 営業本部/ 営業,https://en-hyouban.com/company/10025403019/user_kuchikomi/3777448/,,,,,,,,,福利厚生・オフィス環境,3.8,福利厚生:福利厚生は大変充実している、一方でなぜこんなにも福利厚生が良いのか考えてみると仕事の内容や進め方が企業独自のオペレーション能力を持っており、それが好業績をあげる一方で万人が扱いやすいオペレーションではないと感じる。そのオペレーションを耐えうるための手厚い福利厚生と考えると納得感も高いオフィス環境:おしゃれなカフェテリアや無料のお菓子などがおいてあり、とてもいい環境で働けていると感じる。おそらく日本企業では考えられないほどに社内の環境は充実している。まるで。BtoCビジネスをおこなっている企業のようにも感じる。,2021年12月18日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6544438&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6544438/
