,title,author_info,rating,pros,cons,helpful
152,Chaotic,"May 8, 2022 - Customer Success - Director",3.0,Great benefits and extras. And some really good people as colleagues,Very chaotic. A lot of noise. Poorly defined processes and RACIs. They seem to have normalised this chaos. Very inefficient. May be good for someone starting their career. Challenging for someone who has worked in more efficient organisations. Over hire - senior people doing very admin heavy roles.,3 people found this review helpful
153,55555,"May 15, 2022 - Architect",3.0,"rom the beginning, Salesforce sought to make the world a better place through technology that builds stronger relationships. Between companies and their customers or between employees and their teams; Salesforce was founded with three foundational core values: 1. Trust, Salesforce wins through transparency, security, compliance, privacy and performance the trust of customers, employees and extended families. 2. Innovation, innovation is not only reflected in the design of software, but also includes encouraging employees to innovate within the company, encouraging employees to use their imagination, and allowing each employee to use their imagination to create miracles. 3. Equality, Salesforce believes that everyone should be seen, heard, valued and empowered to succeed, and listening to each employee's different perspectives fosters innovation, deepens human connections, and enables Salesforce becomes a better company. Salesforce has also built an employee communication site, where employees can speak up, make their own suggestions and the company's shortcomings.","Salesforce donates 1 percent of its software, 1 percent of its equity, and 1 percent of its employees' time to pay it forward. As a result, Salesforce has topped a list of workplaces that give back.",Be the first to find this review helpful
154,Business Development,"Apr 29, 2022 - Sales Development Representative (SDR) in Dublin, Dublin",5.0,"Great work/personal time balance. Great people, great culture.",Achievable but hard targets to reach - having regard to the inbound lead flow.,Be the first to find this review helpful
155,So impressed...,"Apr 29, 2022 - Account Executive",5.0,"Just starting, but the recruiting/hiring process has been nothing short of incredible. The communication, effort and details were on point. Cannot wait to get going with this energizing group of people that I have met with over the past couple of weeks.",None that I know of.,Be the first to find this review helpful
156,Amazing company to work!,"Apr 25, 2022 - Business Development Representative (BDR)",5.0,"Amazing work - life balance, management very nice and very supportive. Career progression, set for success and amazing learning structure.",Sometimes sense of chaos and lack of interdepartamental communication,1 person found this review helpful
157,Good place to start,"May 10, 2022 - Account Executive in Dublin, Dublin",3.0,"Good product, great benefits, lots of different paths to take",Very cliquey and can be a toxic environment,1 person found this review helpful
158,Great company culture outside of sales,"May 10, 2022 - Business Development in Dublin, Dublin",2.0,Generous professional development and well-being budget Good salary compared to industry average Good stock allocations Good healthcare / dental,- 1 promotion in 2 years in BDR EMEA team (open preference for external candidates) - Toxic positivity from management - Mass exodus following discussion of pay inequity,2 people found this review helpful
159,Best Company and culture,,5.0,"whatever you are reading about Salesforce, it's true","if you work in sales, you'll get stressed but that's everywhere",Be the first to find this review helpful
160,Best company,,5.0,Good place to work with,No cons at all here,Be the first to find this review helpful
161,Fantastic place to work,,5.0,"Inclusive company, great company culture and a lot of growth opportunities",Growing Pains Fast moving company Some clouds/solutions don't get the same care and attention as some others,Be the first to find this review helpful
162,"Great company, inconsistent management",,4.0,Salesforce does care about employees and often tries to do the best for them. It's also a great brand that will open up new opportunities for you down the road.,"My manager was weak. Her leader often bullied. Employee reviews and investigations determined that. Rather than dealing with the root cause, leadership focused on eliminating the complaints rather than addressing sub - standard leadership. This resulted in needless attrition of highly talented people.",1 person found this review helpful
163,Great place to work,,4.0,great benefits wellness days snack in the office paid voluntary time off 25 days vacation,Manage a global team - long hours Quite political at times,1 person found this review helpful
164,Mixed,,3.0,Smart people. High Growth. Great Offices. Good package and benefits.,Conflicted Culture. People being promoted in advance of experience.,2 people found this review helpful
165,Software Engineer,,5.0,Best place to work Onsite Opportunities,None that I can think of,Be the first to find this review helpful
166,Great workplace,,5.0,amazing work culture in Salesforce,None that I can think of,Be the first to find this review helpful
167,Very good company,,5.0,I've really enjoyed for Salesforce for a couple of years. It's a great company,Highly demanding and challenging operations and businesses. Personal and work life balance is difficult to achieve.,Be the first to find this review helpful
168,"One of the best IT firm, Great place to work",,5.0,Undoubtedly the best place to work.,"Nothing as of now, everything is great.",Be the first to find this review helpful
169,Amazing Apprenticeship Company,"May 6, 2022 - Apprentice Solution Engineer",5.0,Well supported through course industry qualifications,None that come to mind,Be the first to find this review helpful
170,Values and clear objectives,"Apr 6, 2022 - Strategic Account Executive in São Paulo, São Paulo",5.0,"The values of Salesforce was clear observed in people I've been interacting, but the process prove it too. Their commitment with information transparency and the clear objectives for company momentum explicits their focus.",Nothing contrary to alert. They still right on the way.,Be the first to find this review helpful
171,Great company,"May 8, 2022 - Professional Services Manager in São Paulo, São Paulo",4.0,"Great culture , salary seems average with the Industry. Grows like crazy thus internal processes are always broken but the good values , brand and climate compensates","Siloed areas that report to headquarters don't allow for ideal local collaboration. Internal support areas such as Finanças , Procurement , Legal , Payroll SUCK !",Be the first to find this review helpful
172,"Good People, Slow Processes","Jun 8, 2022 - Implementation Architect in London, England",3.0,Lots of useful training and learning opportunities Good and smart people,"Very slow-moving, and lots of beauracracy Surprisingly underpaid compared to other partners in the ecosystem",Be the first to find this review helpful
173,Best company I've ever worked for,"Apr 1, 2022 - Account Executive",5.0,"Personal development, Meaningful work, Talented colleagues, Value driven, Very focused on personal and mental health of their employees, Marc Benioff is just the bomb","You need a good work-ethic, be professional and effective, and take care of yourself. It is easy to get lost in work.",Be the first to find this review helpful
174,Good,"Jun 17, 2022 - Anonymous Employee",4.0,Good work exposure and culture,low pay as compared to industry,Be the first to find this review helpful
175,Great place to work,"Apr 25, 2022 - Director in Sydney",5.0,People are fantastic and company is truely driven by its values,Career progression not well defined outside of sales roles,Be the first to find this review helpful
176,Working experience,"Apr 24, 2022 - Account Executive",5.0,Everything is supreme. they take care of everything,"Harsh onboarding, its long, about 2-4 months, but its the best school in the industry",Be the first to find this review helpful
177,Great Place to Work,"Mar 16, 2022 - Business Development Representative in Toronto, ON",5.0,- Great compensation - Great benefits - High performing work culture - healthy corporate culture - good work/life balance,- a bit of an echo chamber,2 people found this review helpful
178,na,"May 4, 2022 - Senior Account Manager",5.0,great culture to work in,hectic and time consuming work,Be the first to find this review helpful
179,"Great values, average salary, slow career progression","May 22, 2022 - Solution Architect in London, England",4.0,"Good environment, great people, excellent company culture, low stress overall.","Average salary for the area, not many clear possibilities for career progression in less than 5 years, not very experienced professional services staff.",2 people found this review helpful
180,Poor Worklife balance,"Jan 25, 2022 - MTS-DevOps in Hyderābād",4.0,"Great benefits like free hifi food, iPhone, AirPods, monthly 5k for fitness, swags, 1 wellbeing day off per month free to move teams after one year in a team and complete process will be done anonymously without intimation to current manager working on latest technology","no internet bill reimbursement no work life balance at all , 12 hours work 365 days too many meetings engineers will be involved even in quarter planning for 7 ppl in team for sr.manager and sr.product manager. 3.5L their for employee education/certification but you can claim only if you pass... very bad, looks like for namesake this is there. small teams less than 10 ppl including manager and product manager.",8 people found this review helpful
181,Former Giant,"Mar 30, 2022 - Account Executive",2.0,Working for a massive organization Opportunity to learn and get exposure to an enterprise business operation Good Parental Leave Great 'badge' on your resume,"Dashboard Managers Micromanagement New reps are not setup for success, handed the worst territories and still expected to perform. Managers live in the past - talk about the days they crushed quotas, when everything was inbound, ignore the reality. Under pay for the market 'because they are Salesforce and can get away with it' Very heavy in-office culture and they struggled hard to adapt to WFH and remote onboarding Sell the Salesforce Way - most clients don't buy the Salesforce way...",8 people found this review helpful
182,"Great culture, great place to work","Apr 15, 2022 - Anonymous Employee",5.0,Inclusive division I work in that offers great opportunities to work with challenging customers and interesting tech,Limited career progression at senior level if not in sales,Be the first to find this review helpful
183,Toxic work culture,"Jun 8, 2022 - Business Development Representative (BDR) in London, England",2.0,Great benefits Amazing office Fun events Great rep,Unattainable targets Toxic management Bullying No team work,5 people found this review helpful
184,Work,"Jun 9, 2022 - Support Engineer",4.0,Great compensation Great benifits Nice work balance,Work is little more in support Have to consider many things and take up daily cases,Be the first to find this review helpful
185,If this is your first job or haven't worked in tech its an awesome company,"Apr 13, 2022 - Business Development Representative in Sydney",2.0,"Typical tech benefits - Health insurance, office lunch, stocked kitchen, education benefits","BDR role is similar to an outbound call centre with little liberties, targets are rigid; for example small business BDRs have similar targets to enterprise BDRs, if you receive a new territory or a bad territory you're out of luck if you cant make the targets",5 people found this review helpful
186,Inspirational place to work,"Mar 7, 2022 - Senior Manager",5.0,"You get to work with some really smart, dedicated people who genuinely care. The Corporate values really mean something as does the emphasis on giving back. The technology stack is pretty amazing and is remarkably high quality. Leadership is very well trained and enabled and supports your ongoing growth.","Very fast moving, lots of change, some confusion. Broad portfolio of products and solutions makes it hard to stay across everything.",Be the first to find this review helpful
187,Great culture and company to work for,"Apr 21, 2022 - Account Executive in London, England",5.0,strong development focus & good compensation,Fast paced and lots of change so need to be able to adapt,Be the first to find this review helpful
188,Bad culture for women,"Apr 9, 2022 - Anonymous Employee",1.0,Are you really kidding me?,"This dump hole has lately been practising a highly unethical and toxic culture of late-night events and parties hosted by D***** Manthri (I guess that’s the only time left with the employees since there is no work-life balance :-D) where female staff (including married women) are expected to stay back till late night 2 to 3 PM , and denying to do so would directly factor in impeding their career growth thereafter. Also, they are NOT EVEN PROVIDED A CAB RIDE TO HOME with a security personnel - a practice which is followed even by smaller companies where women leave late at night from the office. This is a clear indication of denigration. Please stay away from such US-based firms, especially Salesforce, Bangalore",1 person found this review helpful
189,Can only futher advice !,"Apr 22, 2022 - Senior Enterprise Account Executive in Munich, Bavaria",5.0,"Great values and mindset Flexibility Open mentality from managers, errors are learnings Huge team spirit","Workload can be consuming, prioritisation is important",Be the first to find this review helpful
190,"One of the best companies to work for, in the world","Jan 14, 2022 - Strategy/Operations Analyst",5.0,"Inspiring leaders, amazing pool of skills, talents, personalities, diversity always guided by Salesforce's #1 core value : Trust. Of course it is not always perfect, none are, but I wake up every morning with the feeling that today I will accomplish myself further more.","It has the cons of its pros. It is an extremely fast-pacing company, org structures change on a yearly basis, you need to be very adaptable and open to changes in your daily routine.",Be the first to find this review helpful
191,Great company,"Apr 20, 2022 - Sales",5.0,Great company a true sales company,Sometimes to much pressure and could be a little bit toxic,Be the first to find this review helpful
192,Great company,"Apr 20, 2022 - Senior Account Executive in Zürich",5.0,Amazing perks and contribution and fast pace company,a little bit too much dashboard oriented,Be the first to find this review helpful
193,Amazing Company,"Apr 19, 2022 - Account Executive",5.0,"Wellbeing allowance, excellent management, career opportunities and progression, wonderful perks and office culture",New hire onboarding can be a little dry and irrelevant,Be the first to find this review helpful
194,Salary,"May 1, 2022 - Member of Technical Staff(MTS) in Bangalore",4.0,Good work culture in Salesforce,Less number of leaves in company,1 person found this review helpful
195,Good WLB. Too much legacy infrastructure and codep,"May 2, 2022 - SMTS Software Engineer in Hyderābād",4.0,Good WLB Average Pay Managers are supportive,Too much legacy code. Monolithic infrastructure make is too harder to adapt. Perforce and their build infrastructure is a pain. Less growth opportunities. Little technical growth.,1 person found this review helpful
196,Great Place to Work,"Apr 19, 2022 - Anonymous Employee in Hyderābād",5.0,Undoubtedly the best place to work,"Nothing as of now, everything is great",Be the first to find this review helpful
197,Good place for a pleasant sailing,"Apr 19, 2022 - Senior Research Engineer in London, England",5.0,Great comp and project flow,Not competitive at the moment,Be the first to find this review helpful
198,great comapny,"Apr 19, 2022 - Project/Program Manager III in London, England",5.0,people genuinely care for each other and the culture of the company. people invest tie and effort for the greater good,continual change - it is a lot to manage long term,Be the first to find this review helpful
199,Employee Friendly,"May 3, 2022 - Anonymous Employee in Hyderābād",4.0,1. Employee Friendly 2. Good Work culture 3. Great employee benefits 4. Lots of opportunities to learn,It gets difficult to balance work-life due to the work load but being vocal about to the leadership helps.,Be the first to find this review helpful
200,feedback,"May 3, 2022 - Senior Software Engineering Manager in Halifax, NS",4.0,"Flexible, great salary and benefits, opportunity to grow and change jobs.",cross time zone work sometimes made for long days,Be the first to find this review helpful
201,Toxic Management Culture- OTE Unachievable you won't make money in this role,"May 22, 2022 - Enterprise Account Executive - Public Sector in Dublin, Dublin",1.0,"Voluntary Time Off, Wellness days. Generous base salary, Car allowance","Start up inside Salesforce - Huge workloads - Whitespace Role very few customers in UKI- CEO of your own business a line used by hiring manager during interview - No support for AEs - Toxic Culture from top down. Revolving door. Not a secure job. Teams are understaffed and badly managed, No marketing support - expectations are AEs will create and advertise own events. Very few resellers signed up in public sector space making it impossible to answer tenders.",4 people found this review helpful
202,6 months in and it was the right decision,"Apr 18, 2022 - Customer Success Manager in Victoria, BC",5.0,"Canadian employee: - Sun Life benefits turned up to $2k per category (i.e. $2000/12 months=$166 for a monthly RMT, physio, chiro, whatever you prefer) - 10 sick days + vacation allowance. - 6 months parental leave (birth & non-birth parent) - Monthly $100 towards wellness/gym. - WFH stipend + Headphone allowance - A positive work environment. Stress and deadline naturally exist, but the overall vibe is very supportive.","Canadian employee: - Canada is about the size of California, but different in multiple ways to the US customer base. So getting/developing localized content & resources can be a bit of work",Be the first to find this review helpful
203,It has good work culture,"May 3, 2022 - Senior QA Consultant",4.0,Salesforce have avenue for lot of Opportunities and cares for the employees.,Depends on projects there can be work which might not be organised,Be the first to find this review helpful
204,work life balance,"Apr 17, 2022 - Anonymous Employee",5.0,"wlb ,wellness,training,wellbeing days,great company, covid care","flex working time,reorg,management,chaotic,meetings, leadership, too many meetings",Be the first to find this review helpful
205,Review,"Apr 16, 2022 - Anonymous Employee",5.0,Amazing growth opportunities; great place to build your skills,No cons at this point.,Be the first to find this review helpful
206,"Market leader, great culture, lofty aspirations, supported from the top!","Apr 17, 2022 - Account Executive in Oslo",5.0,"-Culture of giving back ""1:1:1 philanthropic model"" -Believes in business as a platform for change ""doing well, doing good"" -Supports employee well being, and personal development","-Lots of pressure to perform, and at times, impossible to achieve a healthy work/life balance -Sometimes infighting among salespeople, regions and/or divisions over splits. Sales policy is extensive, and therefore requires a lot of energy/focus to master -There is often lots of acct changes at the start of new FY. Can be disruptive",Be the first to find this review helpful
207,Amazing colleagues and culture,"Apr 30, 2022 - Account Manager",4.0,"Great team to work together and almost everyone will chip in to provide assistance in case if your stuck, be it technical or even other areas.",Not much except for wfh making it less interAction with the team.,Be the first to find this review helpful
208,"Toxic, Aggressive and Ineffectual Management","May 18, 2022 - Solution Engineer in Sydney",1.0,"Benefits, smart people and core product still good. Good work life balance depending on where you are in the organisation.","Rampant bullying and aggressive toxic behaviour in sales that's never called to account if numbers are being made, even if reported. Ineffectual managers who are far more concerned for saving face and managing their ""brands"". A terrible product strategy reliant on trying to cobble together disperate solutions that don't work together. Marketing superseeds actual product engineering and delivery. Good luck trying to move internally. Don't believe the marketing around culture and the great place to work results! Talk to any former employee to get the truth.",7 people found this review helpful
209,Good culture,"Apr 28, 2022 - Member of Technical Staff(MTS) in Bangalore",3.0,Culture is really good Pay is ok Work life balance,Tech is not exciting Not meant for hustlers,1 person found this review helpful
210,It an awesome company to work for with great benifits,"Apr 14, 2022 - Associate Member of Technical Staff in Hyderābād",5.0,Good Word life balance with non stick deadlines,Tech stack is quite old and they have big monolith arch,Be the first to find this review helpful
211,Good CEO,"Apr 14, 2022 - Software Engineer",5.0,Good Work life Balance & Benefits,Middle Mangers are not aware of what they want,Be the first to find this review helpful
212,Salesforce London,,5.0,Supportive Culture Great benefits Improved Management Structures,Salesforce is now a huge organisation and has lost some of the start up dynamism it used to have,1 person found this review helpful
213,Best culture and benefits but less interesting work,,3.0,Best culture and benefits are provided,Most of the development work that happens in India is boring and less challenging,Be the first to find this review helpful
214,Salesforce,,5.0,"Great work culture, work/life balance and very rewarding",The rent prices in Dublin,Be the first to find this review helpful
215,One of the Best IT firm,,5.0,Employee benefits Goal oriented organisation Flexible Work Culture Focused and transparent management Competitive Salaries,Lot of company mails and messages. Work life balance is a little challenge.,Be the first to find this review helpful
216,Amazing place to work,,5.0,Competitive salary Great benefits Great culture,None that I can think of,Be the first to find this review helpful
217,Salesforce Interview,,5.0,Interview Process was so cool and Quick Follow up . Interviewers are like super cool and Medium level interview question . They don't focus much on the solution alone but more on how you are deriving it . Please be yourself in the interviews .,All good till now ..,Be the first to find this review helpful
218,Good Organisation,,4.0,Good facilities Insurance Culture Structured Employee friendly ( Core and Product),"Services Department not so good , many better service based companies out there than Salesforce.",1 person found this review helpful
219,good place to work,,5.0,work culture is good with,"currently didn,t find any issues .",Be the first to find this review helpful
220,Best place to work,,5.0,Company has employees centric policies and benefits.,Due to growth of the company the start up culture is dying,Be the first to find this review helpful
221,Best place to work,,5.0,"Equality, Recognition, career development, International projects, Employee trust",Promotion path Travel Team location Few team building events Pressure of being excellent,Be the first to find this review helpful
222,Brilliant company to work for,"Mar 16, 2022 - Senior Client Director in Glasgow, Scotland",5.0,Treated fairly and equally and given the support I need to do my job successfully,There are no downsides to working at Salesforce,Be the first to find this review helpful
223,"Great opportunities, Diverse Environment","Mar 28, 2022 - Solution Engineer",5.0,- Very diverse team of solution engineers and alot of opportunities to grow and excel within the role - Great perks and benefits,- Politics and bureaucratic hurdles that a typical large organization would face,Be the first to find this review helpful
224,Best place to work,"Apr 13, 2022 - Technical Architect in Paris",5.0,"Equality, Recognition, career development, International projects, Employee trust",Promotion path Travel Team location Few team building events Pressure of being excellent,Be the first to find this review helpful
225,Awesome experience to date,"Mar 7, 2022 - Account Executive",5.0,"- Interview process one of a kind, everyone supportive & routing for you to do well - WFH onboarding hard to believe how they have perfected this process - Great colleagues","- screening process post job offer from 3rd party a bit messy, sought duplicate information multiple times even after numerous phone calls & emails",Be the first to find this review helpful
226,Technical Consultant,"May 23, 2022 - Technical Consultant in London, England",4.0,Surrounded by subject matter experts,Opportunities due to nature of Professional services. Culture when promotions come around. A lot of it's who you know not what you have done,Be the first to find this review helpful
227,Great Place To Work,"Apr 7, 2022 - Analyst",5.0,"The people, progression opportunities, benefits, responsibility.",Sometimes decisions are made for internal political reasons rather than doing what's best for the entire company.,Be the first to find this review helpful
228,Amazing,"Apr 3, 2022 - Anonymous Employee in Sydney",5.0,"Flexible work, enablement, family feeling, amazing company events, Inspirational CEO and leaders, diversity and inclusion, promotions and career progression","Nothing, this is the best company I have ever worked for",Be the first to find this review helpful
229,Loved joining Salesforce and looking forward to growing with them,"Mar 11, 2022 - Director in Singapore",5.0,"Fast pace Strong and competent people while still very grounded Giving back to society is not just in words, it is widely practiced","Regular challenges of working in a global mnc, different time zones",Be the first to find this review helpful
230,best place to work,"Apr 9, 2022 - Sales Program Manager in Milan",5.0,You feel like being part of a family. Innovative company where clients are at the centre,You really need to build your path within the company to grow,Be the first to find this review helpful
231,Best places to work for.,"Apr 9, 2022 - Senior Manager Software Engineering",5.0,Great company to work for. Takes good care.,It’s becoming a really big firm.,Be the first to find this review helpful
232,For the ambitious,"Apr 8, 2022 - Business Development Representative (BDR) in Stockholm, Stockholm",5.0,"There’s a clear career path, good coaching, and good reimbursement on all fronts. Beside the reimbursement it’s usually competitions to boost productivity, in a good way most often as well.","Not much to complain about, targets are fair and it’s always gonna come down to performance, but what employer will not care about that? Put in the effort and you will be rewarded, seen and praised. Glass half empty? Look elsewhere",Be the first to find this review helpful
233,"We worked for 5 years, whatever I am today is because of this company.","Apr 9, 2022 - Regional Sales Manager",5.0,"When I started working in this company, I did not think that I would be able to do jobs for so long, because I had the rate from inside, but I myself believed that I would do it and I won everyone's mind with my work. Today I am in the same company for so long time","It was very nice to work in IDFC FIRST BANK, we have been working in this bank for a long time, now it has been a long time so I want to change the company and this company is also very good, all work is done on time",Be the first to find this review helpful
234,Very good,"Apr 22, 2022 - Customer Success Specialist",4.0,"Team Spirit, Trust, Innovation, Offices","Inequality regarding promotions, too big",Be the first to find this review helpful
235,Best company to work for,"Apr 7, 2022 - Lead Software Engineer",5.0,"great culture, amazing colleagues, great salary",none at all for me,Be the first to find this review helpful
236,Positive experience,"Apr 8, 2022 - Member of Technical Staff(MTS) in Hyderābād",5.0,Great work culture at Salesforce,Growth can be slow at times,Be the first to find this review helpful
237,"Good brand name, with few growth personal growth prospects","Apr 22, 2022 - Management",3.0,- CEO & his staff try to promote a good culture - Great brand recall - Typical silicon valley hygiene around work-life balance - Internal movement is encouraged,"- CSG (professional services & tech support) treated like second-class citizens (comp & stock allocation). Compensation barely on-par with Deloitte, etc. - Employees bombarded with too much information via multiple channels - Too many unwarranted acquisitions (Professional Services). Salesforce acquires Tier-III service companies for no apparent reason. Confused strategy , and it upsets the Partner ecosystem - Services sales people selling staff augmentation projects to make quota",Be the first to find this review helpful
238,Great Place to work,"Apr 7, 2022 - SMB Account Executive in Dublin, Dublin",5.0,Positive culture and some great teams of people,Some senior management are not aligned with lower level staff.,Be the first to find this review helpful
239,Amazing work culture..steep learning curve,"Mar 30, 2022 - Senior Business Systems Analyst in Hyderābād",5.0,Amazing work life balance Lot of opportunities to switch to new roles and managers are very supportive with one's personal career aspirations,Nothing asof now. All good.,Be the first to find this review helpful
240,One of the best places to work at,"Jan 22, 2022 - SMTS - Senior Member of Technical Staff in Bangalore",5.0,"Great benefits including 3 months paternity leave, 1 well being day off every month, wellness reimbursements, Stock options, Employee Stock Purchase Option at 15% discount, VTO encouragement and time off, 44 days leave every year including sick, casual and PTO's. Great products to work on, challenging yet balanced work with ample opportunities to grow and have a great work life balance. Supportive management. Great culture, equality. Lot of learning opportunities.","Promotions can be tricky, need multi level approvals to get promotion.",2 people found this review helpful
241,Amazing place to work,"Apr 13, 2022 - Solutions Engineer",5.0,Competitive salary Great benefits Great culture,None that I can think of,Be the first to find this review helpful
242,Horrible Experience in Sales Dev Team,"Apr 19, 2022 - Sales Development Representative",1.0,"Benefits, Good learning exposure, boost to the health sector because you end up buying a lot of headache meds.","Definitely one of the worst decisions of my life. You’d expect a company like Salesforce to have a smooth process. But here’s the real story- My onboarding and interview was an absolute nightmare. This was my dream company, so obviously when I received an offer from them, I accepted it, even if it meant taking a huge pay cut. These guys would leverage Salesforce US culture into talking you down for salaries but would say shamelessly that Salesforce has a transparent pay scale. When I entered the company, I found out that I was the least paid employee in the team. Anyhoo, I accepted the offer and it was their turn to send laptop and other peripherals. Well they didn’t, their procurement team never replied, not on slack, not on calls, not anywhere and I had to bring senior management into this. Well after 15 days of joining, I had received the laptop but mind you even though you don’t have your company phone or company laptop, they’ll start evaluating your performance from day 1, because dude you are in Business Development. So you gotta be an Einstien and a God maybe to do 500 billion things at one time and managers even then would find a way to complain. They expect us to work for 10 hours every day, attend useless meetings, and work like a machine without taking a breath. And they’ll preach about the helping culture of Salesforce, lol. The AEs don’t respond on time, hell even the managers themselves don’t respond until you ping them again and again. And they want us to feel gratitude for the company bevause it pays salary. They have 0 empathy for their employees, they turn deaf ear to our problems. I am suffocating here but I can’t teach out to anyone because guess what everyone is the same. This is a typical employee exploiting company which has created a bubble of a good work culture. PS- this is just for India. I have some friends in the US team of Salesforce and they are having their best time.",2 people found this review helpful
243,Lives up to it's promise and then some,"Mar 22, 2022 - Anonymous Employee",5.0,"An enterprise software company that truly believes and acts on it's values, great people and a really positive place to work.",Can feel a little anonymous as it's grown so much,Be the first to find this review helpful
244,Great Place to Work,"Apr 11, 2022 - Senior Principal Customer Success Manager in Madrid",5.0,Great culture Competitive salary and benefits Flexible work location,Work overload due to high growth,Be the first to find this review helpful
245,"Not so much of an ""Ohana"" anymore","Dec 9, 2021 - Anonymous Employee",3.0,"The 4 star rating was just to give justice for all the years I've spent at Salesforce. For the first few years, the experience was almost a 5-star one. I remembered the days when we actually had great, caring, nurturing, open-minded leaders, where we focused a lot on a great culture and work-life balance.","However, the recent years' experience was more like a 2-3 star company. The culture is definitely not the same anymore. All the decisions are top-down. Some of the leaders don't even have domain knowledge. The culture became very political. Promotions were very unfairly done. No career band framework at all. People being overworked and dragged into political plays. You can't be your authentic self anymore, but have to wear a mask to work everyday coz your boss need you to be 'perfect'.",11 people found this review helpful
246,Great Company,"Apr 4, 2022 - Senior Software Engineer",5.0,Great culture and amazing perks.,Stingy with giving out stock,Be the first to find this review helpful
247,Best company ever,"Apr 5, 2022 - Member of Technical Staff(MTS) in Hyderābād",5.0,Great work culture Helpful colleagues Interesting projects,I have not seen anything bad yet,Be the first to find this review helpful
248,Good culture,"Apr 19, 2022 - Sales Engineer in London, England",4.0,Positive corporate culture Inclusive organisation Good leadership team,Product integration Acquisitions have had an impact on message,Be the first to find this review helpful
249,Great place to work but can be very full on,"Apr 12, 2022 - Enterprise Account Executive",4.0,Competitive salaries Great personal development and training Great support across every area of the business Supportive manager Team events,"So many different products to be across it can be very overwhelming Aggressive targets that are often very hard to achieve Long hours - work phone but expected to be ""on"" all the time Talk about work/life balance but often targets supersede that",2 people found this review helpful
250,Great place to work,"Apr 3, 2022 - Solution Advisor",5.0,Benefits and salary Uncle benny’s expenses,Shark tank sales environment can be stressful,Be the first to find this review helpful
251,Very competitive benefits/company,"Apr 3, 2022 - Senior Technical Consultant",5.0,- Health insurance - Car allowance etc.,"None at the moment, can't evaluate it.",Be the first to find this review helpful
252,It is a very good company.,"Apr 3, 2022 - Associate Account Partner",5.0,It is a very good starting point for service sales.,Routine works took up much time.,Be the first to find this review helpful
253,BDR,"Apr 4, 2022 - Business Development Representative",5.0,"Reasonable KPI and Flexibility, work from anywhere.","Not really much but, BDR seems to have only opportunity to promote to AE only.",Be the first to find this review helpful
254,"Great company, culture & start for your career","Apr 4, 2022 - Business Development Representative",5.0,"Offers great education & wellness budgets, allows you to grow within the company (even between different departments) and overall very kind and helpful people",I haven't discovered any cons,Be the first to find this review helpful
255,Great Place to Work,"Apr 17, 2022 - Account Executive in Gurgaon, Haryana",4.0,"Very Mature, Employee Friendly and Process Oriented",Growth might be slow. Very large organisation also means customers might feel smaller companies can pay more attention to them,Be the first to find this review helpful
